Id	名字	图标		1男0女	职业	普攻	技能					初始怒气					
10502076	镇守将领	wujiang2	123	1	GONG	13110004	13100102										21
10503076	镇守将领	wujiang19	107	0	CHE	13110003	13100207										15
10504076	镇守将领	wujiang20	106	0	XIE	13110005	13100101										17
10505076	镇守将领	wujiang4	110	1	CHE	13110003	13100207										9
10501077	镇守将领	wujiang20	106	0	XIE	13110005	13100101										16
10502077	镇守将领	wujiang29	119	0	CHE	13110003	13100207										19
10503077	镇守将领	wujiang24	120	1	CHE	13110003	13100207										14
10504077	镇守将领	wujiang24	120	1	CHE	13110003	13100207										5
10505077	镇守将领	wujiang16	113	0	BU	13110001	13100203										1
10501078	镇守将领	wujiang21	109	1	BU	13110001	13100203										17
10502078	镇守将领	wujiang8	104	0	QI	13110002	13100205										24
10503078	镇守将领	wujiang2	123	1	GONG	13110004	13100102										12
10504078	镇守将领	wujiang5	128	1	XIE	13110005	13100101										14
10505078	镇守将领	wujiang28	126	0	QI	13110002	13100205										24
10501079	镇守将领	wujiang4	110	1	CHE	13110003	13100207										9
10502079	镇守将领	wujiang17	108	0	GONG	13110004	13100102										9
10503079	镇守将领	wujiang20	106	0	XIE	13110005	13100101										17
10504079	镇守将领	wujiang25	127	1	XIE	13110005	13100101										1
10505079	镇守将领	wujiang7	121	1	GONG	13110004	13100102										23
10501080	镇守将领	wujiang6	115	1	BU	13110001	13100203										15
10502080	镇守将领	wujiang7	121	1	GONG	13110004	13100102										11
10503080	镇守将领	wujiang9	114	0	CHE	13110003	13100207										16
10504080	镇守将领	wujiang22	105	1	GONG	13110004	13100102										2
10505080	镇守将领	wujiang18	101	0	QI	13110002	13100205										18
10501081	镇守将领	wujiang28	126	0	QI	13110002	13100205										21
10502081	镇守将领	wujiang4	110	1	CHE	13110003	13100207										13
10503081	镇守将领	wujiang16	113	0	BU	13110001	13100203										5
10504081	镇守将领	wujiang4	110	1	CHE	13110003	13100207										19
10505081	镇守将领	wujiang22	105	1	GONG	13110004	13100102										5
10501082	镇守将领	wujiang8	104	0	QI	13110002	13100205										13
10502082	镇守将领	wujiang23	112	0	QI	13110002	13100205										1
10503082	镇守将领	wujiang20	106	0	XIE	13110005	13100101										13
10504082	镇守将领	wujiang3	122	1	QI	13110002	13100205										11
10505082	镇守将领	wujiang10	111	0	XIE	13110005	13100101										20
10501083	镇守将领	wujiang20	106	0	XIE	13110005	13100101										13
10502083	镇守将领	wujiang19	107	0	CHE	13110003	13100207										2
10503083	镇守将领	wujiang9	114	0	CHE	13110003	13100207										19
10504083	镇守将领	wujiang2	123	1	GONG	13110004	13100102										20
10505083	镇守将领	wujiang23	112	0	QI	13110002	13100205										21
10501084	镇守将领	wujiang21	109	1	BU	13110001	13100203										24
10502084	镇守将领	wujiang19	107	0	CHE	13110003	13100207										8
10503084	镇守将领	wujiang21	109	1	BU	13110001	13100203										8
10504084	镇守将领	wujiang26	118	1	BU	13110001	13100203										24
10505084	镇守将领	wujiang24	120	1	CHE	13110003	13100207										2
10501085	镇守将领	wujiang27	102	1	GONG	13110004	13100102										13
10502085	镇守将领	wujiang26	118	1	BU	13110001	13100203										7
10503085	镇守将领	wujiang4	110	1	CHE	13110003	13100207										24
10504085	镇守将领	wujiang2	123	1	GONG	13110004	13100102										4
10505085	镇守将领	wujiang24	120	1	CHE	13110003	13100207										10
10501086	镇守将领	wujiang27	102	1	GONG	13110004	13100102										18
10502086	镇守将领	wujiang10	111	0	XIE	13110005	13100101										6
10503086	镇守将领	wujiang22	105	1	GONG	13110004	13100102										17
10504086	镇守将领	wujiang28	126	0	QI	13110002	13100205										12
10505086	镇守将领	wujiang16	113	0	BU	13110001	13100203										10
10501087	镇守将领	wujiang27	102	1	GONG	13110004	13100102										7
10502087	镇守将领	wujiang21	109	1	BU	13110001	13100203										18
10503087	镇守将领	wujiang8	104	0	QI	13110002	13100205										13
10504087	镇守将领	wujiang21	109	1	BU	13110001	13100203										12
10505087	镇守将领	wujiang17	108	0	GONG	13110004	13100102										1
10501088	镇守将领	wujiang4	110	1	CHE	13110003	13100207										22
10502088	镇守将领	wujiang24	120	1	CHE	13110003	13100207										8
10503088	镇守将领	wujiang16	113	0	BU	13110001	13100203										6
10504088	镇守将领	wujiang17	108	0	GONG	13110004	13100102										5
10505088	镇守将领	wujiang21	109	1	BU	13110001	13100203										10
10501089	镇守将领	wujiang22	105	1	GONG	13110004	13100102										3
10502089	镇守将领	wujiang3	122	1	QI	13110002	13100205										24
10503089	镇守将领	wujiang9	114	0	CHE	13110003	13100207										14
10504089	镇守将领	wujiang8	104	0	QI	13110002	13100205										13
10505089	镇守将领	wujiang17	108	0	GONG	13110004	13100102										19
10501090	镇守将领	wujiang16	113	0	BU	13110001	13100203										15
10502090	镇守将领	wujiang20	106	0	XIE	13110005	13100101										9
10503090	镇守将领	wujiang26	118	1	BU	13110001	13100203										22
10504090	镇守将领	wujiang16	113	0	BU	13110001	13100203										4
10505090	镇守将领	wujiang5	128	1	XIE	13110005	13100101										9
10501091	镇守将领	wujiang20	106	0	XIE	13110005	13100101										
10502091	镇守将领	wujiang27	102	1	GONG	13110004	13100102										
10503091	镇守将领	wujiang5	128	1	XIE	13110005	13100101										
10504091	镇守将领	wujiang10	111	0	XIE	13110005	13100101										
10505091	镇守将领	wujiang8	104	0	QI	13110002	13100205										
10501092	镇守将领	wujiang18	101	0	QI	13110002	13100205										
10502092	镇守将领	wujiang28	126	0	QI	13110002	13100205										
10503092	镇守将领	wujiang18	101	0	QI	13110002	13100205										
10504092	镇守将领	wujiang29	119	0	CHE	13110003	13100207										
10505092	镇守将领	wujiang22	105	1	GONG	13110004	13100102										
10501093	镇守将领	wujiang24	120	1	CHE	13110003	13100207										
10502093	镇守将领	wujiang8	104	0	QI	13110002	13100205										
10503093	镇守将领	wujiang25	127	1	XIE	13110005	13100101										
10504093	镇守将领	wujiang24	120	1	CHE	13110003	13100207										
10505093	镇守将领	wujiang26	118	1	BU	13110001	13100203										
10501094	镇守将领	wujiang4	110	1	CHE	13110003	13100207										
10502094	镇守将领	wujiang22	105	1	GONG	13110004	13100102										
10503094	镇守将领	wujiang20	106	0	XIE	13110005	13100101										
10504094	镇守将领	wujiang17	108	0	GONG	13110004	13100102										
10505094	镇守将领	wujiang4	110	1	CHE	13110003	13100207										
10501095	镇守将领	wujiang25	127	1	XIE	13110005	13100101										
10502095	镇守将领	wujiang6	115	1	BU	13110001	13100203										
10503095	镇守将领	wujiang22	105	1	GONG	13110004	13100102										
10504095	镇守将领	wujiang18	101	0	QI	13110002	13100205										
10505095	镇守将领	wujiang10	111	0	XIE	13110005	13100101										
10501096	镇守将领	wujiang24	120	1	CHE	13110003	13100207										
10502096	镇守将领	wujiang4	110	1	CHE	13110003	13100207										
10503096	镇守将领	wujiang29	119	0	CHE	13110003	13100207										
10504096	镇守将领	wujiang9	114	0	CHE	13110003	13100207										
10505096	镇守将领	wujiang29	119	0	CHE	13110003	13100207										
10501097	镇守将领	wujiang20	106	0	XIE	13110005	13100101										
10502097	镇守将领	wujiang2	123	1	GONG	13110004	13100102										
10503097	镇守将领	wujiang28	126	0	QI	13110002	13100205										
10504097	镇守将领	wujiang21	109	1	BU	13110001	13100203										
10505097	镇守将领	wujiang26	118	1	BU	13110001	13100203										
10501098	镇守将领	wujiang25	127	1	XIE	13110005	13100101										
10502098	镇守将领	wujiang28	126	0	QI	13110002	13100205										
10503098	镇守将领	wujiang1	103	1	BU	13110001	13100203										
10504098	镇守将领	wujiang22	105	1	GONG	13110004	13100102										
10505098	镇守将领	wujiang9	114	0	CHE	13110003	13100207										
10501099	镇守将领	wujiang9	114	0	CHE	13110003	13100207										
10502099	镇守将领	wujiang25	127	1	XIE	13110005	13100101										
10503099	镇守将领	wujiang25	127	1	XIE	13110005	13100101										
10504099	镇守将领	wujiang23	112	0	QI	13110002	13100205										
10505099	镇守将领	wujiang6	115	1	BU	13110001	13100203										
10501100	千机首领	wujiang23	112	0	QI	13110002	13100205										
10502100	千机首领	wujiang27	102	1	GONG	13110004	13100102										
10503100	千机首领	wujiang20	106	0	XIE	13110005	13100101										
10504100	千机首领	wujiang20	106	0	XIE	13110005	13100101										
10505100	千机首领	wujiang5	128	1	XIE	13110005	13100101										
9010101	秦国士兵	wujiang1	103	1	QI	13110002	13100205										
9020101	秦国士兵	wujiang6	115	1	GONG	13110004	13100102										
9030101	秦国士兵	wujiang16	113	0	BU	13110001	13100203										
9040101	秦国士兵	wujiang21	109	1	QI	13110002	13100205										
9050101	秦国士兵	wujiang26	118	1	XIE	13110005	13100101										
9010102	秦国守将	wujiang3	122	1	CHE	13110003	13100207										
9020102	秦国守将	wujiang8	104	0	BU	13110001	13100203										
9030102	秦国守将	wujiang18	101	0	GONG	13110004	13100102										
9040102	秦国守将	wujiang23	112	0	QI	13110002	13100205										
9050102	秦国守将	wujiang28	126	0	XIE	13110005	13100101										
9010103	秦国士兵	wujiang2	123	1	CHE	13110003	13100207										
9020103	秦国士兵	wujiang7	121	1	QI	13110002	13100205										
9030103	秦国士兵	wujiang17	108	0	GONG	13110004	13100102										
9040103	秦国士兵	wujiang22	105	1	QI	13110002	13100205										
9050103	秦国士兵	wujiang27	102	1	CHE	13110003	13100207										
9010104	山贼首领	wujiang4	110	1	BU	13110001	13100203										
9020104	山贼喽啰	wujiang9	114	0	GONG	13110004	13100102										
9030104	山贼喽啰	wujiang19	107	0	QI	13110002	13100205										
9040104	山贼喽啰	wujiang24	120	1	QI	13110002	13100205										
9050104	山贼喽啰	wujiang29	119	0	QI	13110002	13100205										
9010105	伏兵先锋	wujiang5	128	1	CHE	13110003	13100207										
9020105	伏兵先锋	wujiang10	111	0	GONG	13110004	13100102										
9030105	伏兵先锋	wujiang20	106	0	QI	13110002	13100205										
9040105	伏兵先锋	wujiang25	127	1	QI	13110002	13100205										
9050105	伏兵先锋	wujiang1	103	1	GONG	13110004	13100102										
9010106	秦国侍卫	wujiang6	115	1	GONG	13110004	13100102										
9020106	秦国侍卫	wujiang16	113	0	BU	13110001	13100203										
9030106	秦国侍卫	wujiang21	109	1	QI	13110002	13100205										
9040106	秦国侍卫	wujiang26	118	1	XIE	13110005	13100101										
9050106	秦国侍卫	wujiang3	122	1	CHE	13110003	13100207										
9010107	秦国侍卫	wujiang8	104	0	CHE	13110003	13100207										
9020107	秦国侍卫	wujiang18	101	0	QI	13110002	13100205										
9030107	秦国侍卫	wujiang23	112	0	XIE	13110005	13100101										
9040107	秦国侍卫	wujiang28	126	0	CHE	13110003	13100207										
9050107	秦国侍卫	wujiang2	123	1	CHE	13110003	13100207										
9010108	秦国侍卫	wujiang7	121	1	QI	13110002	13100205										
9020108	秦国侍卫	wujiang17	108	0	XIE	13110005	13100101										
9030108	秦国侍卫	wujiang22	105	1	BU	13110001	13100203										
9040108	秦国侍卫	wujiang27	102	1	CHE	13110003	13100207										
9050108	秦国侍卫	wujiang4	110	1	GONG	13110004	13100102										
9010109	秦国侍卫	wujiang9	114	0	GONG	13110004	13100102										
9020109	秦国侍卫	wujiang19	107	0	XIE	13110005	13100101										
9030109	秦国侍卫	wujiang24	120	1	CHE	13110003	13100207										
9040109	秦国侍卫	wujiang29	119	0	BU	13110001	13100203										
9050109	秦国侍卫	wujiang5	128	1	GONG	13110004	13100102										
9010201	越国士兵	wujiang10	111	0	GONG	13110004	13100102										
9020201	越国士兵	wujiang20	106	0	QI	13110002	13100205										
9030201	越国士兵	wujiang25	127	1	CHE	13110003	13100207										
9040201	越国士兵	wujiang1	103	1	QI	13110002	13100205										
9050201	越国士兵	wujiang6	115	1	CHE	13110003	13100207										
9010202	越国先锋	wujiang16	113	0	QI	13110002	13100205										
9020202	越国先锋	wujiang21	109	1	GONG	13110004	13100102										
9030202	越国先锋	wujiang26	118	1	GONG	13110004	13100102										
9040202	越国先锋	wujiang3	122	1	XIE	13110005	13100101										
9050202	越国先锋	wujiang8	104	0	QI	13110002	13100205										
9010203	越国侍卫	wujiang18	101	0	GONG	13110004	13100102										
9020203	越国侍卫	wujiang23	112	0	BU	13110001	13100203										
9030203	越国侍卫	wujiang28	126	0	XIE	13110005	13100101										
9040203	越国侍卫	wujiang2	123	1	QI	13110002	13100205										
9050203	越国侍卫	wujiang7	121	1	CHE	13110003	13100207										
9010204	王宫卫兵	wujiang17	108	0	GONG	13110004	13100102										
9020204	王宫卫兵	wujiang22	105	1	BU	13110001	13100203										
9030204	王宫卫兵	wujiang27	102	1	QI	13110002	13100205										
9040204	王宫卫兵	wujiang4	110	1	CHE	13110003	13100207										
9050204	王宫卫兵	wujiang9	114	0	XIE	13110005	13100101										
9010205	王宫卫兵	wujiang19	107	0	CHE	13110003	13100207										
9020205	王宫卫兵	wujiang24	120	1	XIE	13110005	13100101										
9030205	王宫卫兵	wujiang29	119	0	QI	13110002	13100205										
9040205	王宫卫兵	wujiang5	128	1	XIE	13110005	13100101										
9050205	王宫卫兵	wujiang10	111	0	CHE	13110003	13100207										
9010206	越王侍卫	wujiang20	106	0	CHE	13110003	13100207										
9020206	越王侍卫	wujiang25	127	1	QI	13110002	13100205										
9030206	越王侍卫	wujiang1	103	1	XIE	13110005	13100101										
9040206	越王侍卫	wujiang6	115	1	GONG	13110004	13100102										
9050206	越王侍卫	wujiang16	113	0	CHE	13110003	13100207										
9010207	护送侍卫	wujiang21	109	1	BU	13110001	13100203										
9020207	护送侍卫	wujiang26	118	1	GONG	13110004	13100102										
9030207	护送侍卫	wujiang3	122	1	QI	13110002	13100205										
9040207	护送侍卫	wujiang8	104	0	GONG	13110004	13100102										
9050207	护送侍卫	wujiang18	101	0	GONG	13110004	13100102										
9010208	越国士兵	wujiang23	112	0	BU	13110001	13100203										
9020208	越国士兵	wujiang28	126	0	QI	13110002	13100205										
9030208	越国士兵	wujiang2	123	1	BU	13110001	13100203										
9040208	越国士兵	wujiang7	121	1	XIE	13110005	13100101										
9050208	越国士兵	wujiang17	108	0	QI	13110002	13100205										
9010209	越王禁卫	wujiang22	105	1	XIE	13110005	13100101										
9020209	越王禁卫	wujiang27	102	1	CHE	13110003	13100207										
9030209	越王禁卫	wujiang4	110	1	QI	13110002	13100205										
9040209	越王禁卫	wujiang9	114	0	XIE	13110005	13100101										
9050209	越王禁卫	wujiang19	107	0	CHE	13110003	13100207										
9010301	贵族护卫	wujiang24	120	1	BU	13110001	13100203										
9020301	贵族护卫	wujiang29	119	0	BU	13110001	13100203										
9030301	贵族护卫	wujiang5	128	1	CHE	13110003	13100207										
9040301	贵族护卫	wujiang10	111	0	CHE	13110003	13100207										
9050301	贵族护卫	wujiang20	106	0	CHE	13110003	13100207										
9010302	纨绔子弟	wujiang25	127	1	GONG	13110004	13100102										
9020302	纨绔子弟	wujiang1	103	1	XIE	13110005	13100101										
9030302	纨绔子弟	wujiang6	115	1	CHE	13110003	13100207										
9040302	纨绔子弟	wujiang16	113	0	QI	13110002	13100205										
9050302	纨绔子弟	wujiang21	109	1	XIE	13110005	13100101										
9010303	陈国士兵	wujiang26	118	1	QI	13110002	13100205										
9020303	陈国士兵	wujiang3	122	1	XIE	13110005	13100101										
