Id	未解锁时的图标，配置icon.txt 中的id	解锁时的图标，配置icon.txt 中的id	建筑类型，配置    SI_TU_FU = 30; // 司徒府    ZHU_BI_CHANG = 31; // 铸币厂    CAI_SHI_CHANGE = 32; // 采石场    JI_XIA_XUE_GONG = 33; // 稷下学宫    LU_BAN_GONG_FANG = 34; // 鲁班工坊    SI_MA_FU = 40; // 司马府    SHEN_SHE_YING = 41; // 神射营    HU_BEN_YING = 42; // 虎贲营    CHENG_FANG_JI_GUAN = 43; // 城防机关    YU_BEI_BING_SUO = 44; // 预备兵所	等级	建筑总体描述
259	虎贲营	虎贲营	HU_BEN_YING	9	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
260	虎贲营	虎贲营	HU_BEN_YING	10	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
261	虎贲营	虎贲营	HU_BEN_YING	11	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
262	虎贲营	虎贲营	HU_BEN_YING	12	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
263	虎贲营	虎贲营	HU_BEN_YING	13	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
264	虎贲营	虎贲营	HU_BEN_YING	14	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
265	虎贲营	虎贲营	HU_BEN_YING	15	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
266	虎贲营	虎贲营	HU_BEN_YING	16	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
267	虎贲营	虎贲营	HU_BEN_YING	17	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
268	虎贲营	虎贲营	HU_BEN_YING	18	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
269	虎贲营	虎贲营	HU_BEN_YING	19	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
270	虎贲营	虎贲营	HU_BEN_YING	20	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
271	虎贲营	虎贲营	HU_BEN_YING	21	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
272	虎贲营	虎贲营	HU_BEN_YING	22	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
273	虎贲营	虎贲营	HU_BEN_YING	23	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
274	虎贲营	虎贲营	HU_BEN_YING	24	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
275	虎贲营	虎贲营	HU_BEN_YING	25	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
276	虎贲营	虎贲营	HU_BEN_YING	26	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
277	虎贲营	虎贲营	HU_BEN_YING	27	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
278	虎贲营	虎贲营	HU_BEN_YING	28	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
279	虎贲营	虎贲营	HU_BEN_YING	29	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
280	虎贲营	虎贲营	HU_BEN_YING	30	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
281	虎贲营	虎贲营	HU_BEN_YING	31	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
282	虎贲营	虎贲营	HU_BEN_YING	32	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
283	虎贲营	虎贲营	HU_BEN_YING	33	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
284	虎贲营	虎贲营	HU_BEN_YING	34	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
285	虎贲营	虎贲营	HU_BEN_YING	35	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
286	虎贲营	虎贲营	HU_BEN_YING	36	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
287	虎贲营	虎贲营	HU_BEN_YING	37	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
288	虎贲营	虎贲营	HU_BEN_YING	38	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
289	虎贲营	虎贲营	HU_BEN_YING	39	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
290	虎贲营	虎贲营	HU_BEN_YING	40	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
291	虎贲营	虎贲营	HU_BEN_YING	41	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
292	虎贲营	虎贲营	HU_BEN_YING	42	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
293	虎贲营	虎贲营	HU_BEN_YING	43	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
294	虎贲营	虎贲营	HU_BEN_YING	44	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
295	虎贲营	虎贲营	HU_BEN_YING	45	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
296	虎贲营	虎贲营	HU_BEN_YING	46	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
297	虎贲营	虎贲营	HU_BEN_YING	47	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
298	虎贲营	虎贲营	HU_BEN_YING	48	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
299	虎贲营	虎贲营	HU_BEN_YING	49	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
300	虎贲营	虎贲营	HU_BEN_YING	50	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
					
301	虎贲营	虎贲营	HU_BEN_YING	1	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
302	虎贲营	虎贲营	HU_BEN_YING	2	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
303	虎贲营	虎贲营	HU_BEN_YING	3	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
304	虎贲营	虎贲营	HU_BEN_YING	4	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
305	虎贲营	虎贲营	HU_BEN_YING	5	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
306	虎贲营	虎贲营	HU_BEN_YING	6	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
307	虎贲营	虎贲营	HU_BEN_YING	7	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
308	虎贲营	虎贲营	HU_BEN_YING	8	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
309	虎贲营	虎贲营	HU_BEN_YING	9	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
310	虎贲营	虎贲营	HU_BEN_YING	10	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
311	虎贲营	虎贲营	HU_BEN_YING	11	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
312	虎贲营	虎贲营	HU_BEN_YING	12	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
313	虎贲营	虎贲营	HU_BEN_YING	13	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
314	虎贲营	虎贲营	HU_BEN_YING	14	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
315	虎贲营	虎贲营	HU_BEN_YING	15	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
316	虎贲营	虎贲营	HU_BEN_YING	16	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
317	虎贲营	虎贲营	HU_BEN_YING	17	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
318	虎贲营	虎贲营	HU_BEN_YING	18	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
319	虎贲营	虎贲营	HU_BEN_YING	19	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
320	虎贲营	虎贲营	HU_BEN_YING	20	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
321	虎贲营	虎贲营	HU_BEN_YING	21	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
322	虎贲营	虎贲营	HU_BEN_YING	22	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
323	虎贲营	虎贲营	HU_BEN_YING	23	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
324	虎贲营	虎贲营	HU_BEN_YING	24	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
325	虎贲营	虎贲营	HU_BEN_YING	25	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
326	虎贲营	虎贲营	HU_BEN_YING	26	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
327	虎贲营	虎贲营	HU_BEN_YING	27	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
328	虎贲营	虎贲营	HU_BEN_YING	28	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
329	虎贲营	虎贲营	HU_BEN_YING	29	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
330	虎贲营	虎贲营	HU_BEN_YING	30	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
331	虎贲营	虎贲营	HU_BEN_YING	31	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
332	虎贲营	虎贲营	HU_BEN_YING	32	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
333	虎贲营	虎贲营	HU_BEN_YING	33	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
334	虎贲营	虎贲营	HU_BEN_YING	34	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
335	虎贲营	虎贲营	HU_BEN_YING	35	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
336	虎贲营	虎贲营	HU_BEN_YING	36	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
337	虎贲营	虎贲营	HU_BEN_YING	37	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
338	虎贲营	虎贲营	HU_BEN_YING	38	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
339	虎贲营	虎贲营	HU_BEN_YING	39	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
340	虎贲营	虎贲营	HU_BEN_YING	40	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
341	虎贲营	虎贲营	HU_BEN_YING	41	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
342	虎贲营	虎贲营	HU_BEN_YING	42	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
343	虎贲营	虎贲营	HU_BEN_YING	43	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
344	虎贲营	虎贲营	HU_BEN_YING	44	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
345	虎贲营	虎贲营	HU_BEN_YING	45	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
346	虎贲营	虎贲营	HU_BEN_YING	46	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
347	虎贲营	虎贲营	HU_BEN_YING	47	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
348	虎贲营	虎贲营	HU_BEN_YING	48	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
349	虎贲营	虎贲营	HU_BEN_YING	49	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
350	虎贲营	虎贲营	HU_BEN_YING	50	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
					
351	神射营	神射营	SHEN_SHE_YING	1	弓、器增伤[color=#2cd230]+%.2f%%[/color]
352	神射营	神射营	SHEN_SHE_YING	2	弓、器增伤[color=#2cd230]+%.2f%%[/color]
353	神射营	神射营	SHEN_SHE_YING	3	弓、器增伤[color=#2cd230]+%.2f%%[/color]
354	神射营	神射营	SHEN_SHE_YING	4	弓、器增伤[color=#2cd230]+%.2f%%[/color]
355	神射营	神射营	SHEN_SHE_YING	5	弓、器增伤[color=#2cd230]+%.2f%%[/color]
356	神射营	神射营	SHEN_SHE_YING	6	弓、器增伤[color=#2cd230]+%.2f%%[/color]
357	神射营	神射营	SHEN_SHE_YING	7	弓、器增伤[color=#2cd230]+%.2f%%[/color]
358	神射营	神射营	SHEN_SHE_YING	8	弓、器增伤[color=#2cd230]+%.2f%%[/color]
359	神射营	神射营	SHEN_SHE_YING	9	弓、器增伤[color=#2cd230]+%.2f%%[/color]
360	神射营	神射营	SHEN_SHE_YING	10	弓、器增伤[color=#2cd230]+%.2f%%[/color]
361	神射营	神射营	SHEN_SHE_YING	11	弓、器增伤[color=#2cd230]+%.2f%%[/color]
362	神射营	神射营	SHEN_SHE_YING	12	弓、器增伤[color=#2cd230]+%.2f%%[/color]
363	神射营	神射营	SHEN_SHE_YING	13	弓、器增伤[color=#2cd230]+%.2f%%[/color]
364	神射营	神射营	SHEN_SHE_YING	14	弓、器增伤[color=#2cd230]+%.2f%%[/color]
365	神射营	神射营	SHEN_SHE_YING	15	弓、器增伤[color=#2cd230]+%.2f%%[/color]
366	神射营	神射营	SHEN_SHE_YING	16	弓、器增伤[color=#2cd230]+%.2f%%[/color]
367	神射营	神射营	SHEN_SHE_YING	17	弓、器增伤[color=#2cd230]+%.2f%%[/color]
368	神射营	神射营	SHEN_SHE_YING	18	弓、器增伤[color=#2cd230]+%.2f%%[/color]
369	神射营	神射营	SHEN_SHE_YING	19	弓、器增伤[color=#2cd230]+%.2f%%[/color]
370	神射营	神射营	SHEN_SHE_YING	20	弓、器增伤[color=#2cd230]+%.2f%%[/color]
371	神射营	神射营	SHEN_SHE_YING	21	弓、器增伤[color=#2cd230]+%.2f%%[/color]
372	神射营	神射营	SHEN_SHE_YING	22	弓、器增伤[color=#2cd230]+%.2f%%[/color]
373	神射营	神射营	SHEN_SHE_YING	23	弓、器增伤[color=#2cd230]+%.2f%%[/color]
374	神射营	神射营	SHEN_SHE_YING	24	弓、器增伤[color=#2cd230]+%.2f%%[/color]
375	神射营	神射营	SHEN_SHE_YING	25	弓、器增伤[color=#2cd230]+%.2f%%[/color]
376	神射营	神射营	SHEN_SHE_YING	26	弓、器增伤[color=#2cd230]+%.2f%%[/color]
377	神射营	神射营	SHEN_SHE_YING	27	弓、器增伤[color=#2cd230]+%.2f%%[/color]
378	神射营	神射营	SHEN_SHE_YING	28	弓、器增伤[color=#2cd230]+%.2f%%[/color]
379	神射营	神射营	SHEN_SHE_YING	29	弓、器增伤[color=#2cd230]+%.2f%%[/color]
380	神射营	神射营	SHEN_SHE_YING	30	弓、器增伤[color=#2cd230]+%.2f%%[/color]
381	神射营	神射营	SHEN_SHE_YING	31	弓、器增伤[color=#2cd230]+%.2f%%[/color]
382	神射营	神射营	SHEN_SHE_YING	32	弓、器增伤[color=#2cd230]+%.2f%%[/color]
383	神射营	神射营	SHEN_SHE_YING	33	弓、器增伤[color=#2cd230]+%.2f%%[/color]
384	神射营	神射营	SHEN_SHE_YING	34	弓、器增伤[color=#2cd230]+%.2f%%[/color]
385	神射营	神射营	SHEN_SHE_YING	35	弓、器增伤[color=#2cd230]+%.2f%%[/color]
386	神射营	神射营	SHEN_SHE_YING	36	弓、器增伤[color=#2cd230]+%.2f%%[/color]
387	神射营	神射营	SHEN_SHE_YING	37	弓、器增伤[color=#2cd230]+%.2f%%[/color]
388	神射营	神射营	SHEN_SHE_YING	38	弓、器增伤[color=#2cd230]+%.2f%%[/color]
389	神射营	神射营	SHEN_SHE_YING	39	弓、器增伤[color=#2cd230]+%.2f%%[/color]
390	神射营	神射营	SHEN_SHE_YING	40	弓、器增伤[color=#2cd230]+%.2f%%[/color]
391	神射营	神射营	SHEN_SHE_YING	41	弓、器增伤[color=#2cd230]+%.2f%%[/color]
392	神射营	神射营	SHEN_SHE_YING	42	弓、器增伤[color=#2cd230]+%.2f%%[/color]
393	神射营	神射营	SHEN_SHE_YING	43	弓、器增伤[color=#2cd230]+%.2f%%[/color]
394	神射营	神射营	SHEN_SHE_YING	44	弓、器增伤[color=#2cd230]+%.2f%%[/color]
395	神射营	神射营	SHEN_SHE_YING	45	弓、器增伤[color=#2cd230]+%.2f%%[/color]
396	神射营	神射营	SHEN_SHE_YING	46	弓、器增伤[color=#2cd230]+%.2f%%[/color]
397	神射营	神射营	SHEN_SHE_YING	47	弓、器增伤[color=#2cd230]+%.2f%%[/color]
398	神射营	神射营	SHEN_SHE_YING	48	弓、器增伤[color=#2cd230]+%.2f%%[/color]
399	神射营	神射营	SHEN_SHE_YING	49	弓、器增伤[color=#2cd230]+%.2f%%[/color]
400	神射营	神射营	SHEN_SHE_YING	50	弓、器增伤[color=#2cd230]+%.2f%%[/color]
					
401	神射营	神射营	SHEN_SHE_YING	1	弓、器增伤[color=#2cd230]+%.2f%%[/color]
402	神射营	神射营	SHEN_SHE_YING	2	弓、器增伤[color=#2cd230]+%.2f%%[/color]
403	神射营	神射营	SHEN_SHE_YING	3	弓、器增伤[color=#2cd230]+%.2f%%[/color]
404	神射营	神射营	SHEN_SHE_YING	4	弓、器增伤[color=#2cd230]+%.2f%%[/color]
405	神射营	神射营	SHEN_SHE_YING	5	弓、器增伤[color=#2cd230]+%.2f%%[/color]
406	神射营	神射营	SHEN_SHE_YING	6	弓、器增伤[color=#2cd230]+%.2f%%[/color]
407	神射营	神射营	SHEN_SHE_YING	7	弓、器增伤[color=#2cd230]+%.2f%%[/color]
408	神射营	神射营	SHEN_SHE_YING	8	弓、器增伤[color=#2cd230]+%.2f%%[/color]
409	神射营	神射营	SHEN_SHE_YING	9	弓、器增伤[color=#2cd230]+%.2f%%[/color]
410	神射营	神射营	SHEN_SHE_YING	10	弓、器增伤[color=#2cd230]+%.2f%%[/color]
411	神射营	神射营	SHEN_SHE_YING	11	弓、器增伤[color=#2cd230]+%.2f%%[/color]
412	神射营	神射营	SHEN_SHE_YING	12	弓、器增伤[color=#2cd230]+%.2f%%[/color]
413	神射营	神射营	SHEN_SHE_YING	13	弓、器增伤[color=#2cd230]+%.2f%%[/color]
414	神射营	神射营	SHEN_SHE_YING	14	弓、器增伤[color=#2cd230]+%.2f%%[/color]
415	神射营	神射营	SHEN_SHE_YING	15	弓、器增伤[color=#2cd230]+%.2f%%[/color]
416	神射营	神射营	SHEN_SHE_YING	16	弓、器增伤[color=#2cd230]+%.2f%%[/color]
417	神射营	神射营	SHEN_SHE_YING	17	弓、器增伤[color=#2cd230]+%.2f%%[/color]
418	神射营	神射营	SHEN_SHE_YING	18	弓、器增伤[color=#2cd230]+%.2f%%[/color]
419	神射营	神射营	SHEN_SHE_YING	19	弓、器增伤[color=#2cd230]+%.2f%%[/color]
420	神射营	神射营	SHEN_SHE_YING	20	弓、器增伤[color=#2cd230]+%.2f%%[/color]
421	神射营	神射营	SHEN_SHE_YING	21	弓、器增伤[color=#2cd230]+%.2f%%[/color]
422	神射营	神射营	SHEN_SHE_YING	22	弓、器增伤[color=#2cd230]+%.2f%%[/color]
423	神射营	神射营	SHEN_SHE_YING	23	弓、器增伤[color=#2cd230]+%.2f%%[/color]
424	神射营	神射营	SHEN_SHE_YING	24	弓、器增伤[color=#2cd230]+%.2f%%[/color]
425	神射营	神射营	SHEN_SHE_YING	25	弓、器增伤[color=#2cd230]+%.2f%%[/color]
426	神射营	神射营	SHEN_SHE_YING	26	弓、器增伤[color=#2cd230]+%.2f%%[/color]
427	神射营	神射营	SHEN_SHE_YING	27	弓、器增伤[color=#2cd230]+%.2f%%[/color]
428	神射营	神射营	SHEN_SHE_YING	28	弓、器增伤[color=#2cd230]+%.2f%%[/color]
429	神射营	神射营	SHEN_SHE_YING	29	弓、器增伤[color=#2cd230]+%.2f%%[/color]
430	神射营	神射营	SHEN_SHE_YING	30	弓、器增伤[color=#2cd230]+%.2f%%[/color]
431	神射营	神射营	SHEN_SHE_YING	31	弓、器增伤[color=#2cd230]+%.2f%%[/color]
432	神射营	神射营	SHEN_SHE_YING	32	弓、器增伤[color=#2cd230]+%.2f%%[/color]
433	神射营	神射营	SHEN_SHE_YING	33	弓、器增伤[color=#2cd230]+%.2f%%[/color]
434	神射营	神射营	SHEN_SHE_YING	34	弓、器增伤[color=#2cd230]+%.2f%%[/color]
435	神射营	神射营	SHEN_SHE_YING	35	弓、器增伤[color=#2cd230]+%.2f%%[/color]
436	神射营	神射营	SHEN_SHE_YING	36	弓、器增伤[color=#2cd230]+%.2f%%[/color]
437	神射营	神射营	SHEN_SHE_YING	37	弓、器增伤[color=#2cd230]+%.2f%%[/color]
438	神射营	神射营	SHEN_SHE_YING	38	弓、器增伤[color=#2cd230]+%.2f%%[/color]
439	神射营	神射营	SHEN_SHE_YING	39	弓、器增伤[color=#2cd230]+%.2f%%[/color]
440	神射营	神射营	SHEN_SHE_YING	40	弓、器增伤[color=#2cd230]+%.2f%%[/color]
441	神射营	神射营	SHEN_SHE_YING	41	弓、器增伤[color=#2cd230]+%.2f%%[/color]
442	神射营	神射营	SHEN_SHE_YING	42	弓、器增伤[color=#2cd230]+%.2f%%[/color]
443	神射营	神射营	SHEN_SHE_YING	43	弓、器增伤[color=#2cd230]+%.2f%%[/color]
444	神射营	神射营	SHEN_SHE_YING	44	弓、器增伤[color=#2cd230]+%.2f%%[/color]
445	神射营	神射营	SHEN_SHE_YING	45	弓、器增伤[color=#2cd230]+%.2f%%[/color]
446	神射营	神射营	SHEN_SHE_YING	46	弓、器增伤[color=#2cd230]+%.2f%%[/color]
447	神射营	神射营	SHEN_SHE_YING	47	弓、器增伤[color=#2cd230]+%.2f%%[/color]
448	神射营	神射营	SHEN_SHE_YING	48	弓、器增伤[color=#2cd230]+%.2f%%[/color]
449	神射营	神射营	SHEN_SHE_YING	49	弓、器增伤[color=#2cd230]+%.2f%%[/color]
450	神射营	神射营	SHEN_SHE_YING	50	弓、器增伤[color=#2cd230]+%.2f%%[/color]
					
451	虎贲营	虎贲营	HU_BEN_YING	1	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
452	虎贲营	虎贲营	HU_BEN_YING	2	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
453	虎贲营	虎贲营	HU_BEN_YING	3	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
454	虎贲营	虎贲营	HU_BEN_YING	4	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
455	虎贲营	虎贲营	HU_BEN_YING	5	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
456	虎贲营	虎贲营	HU_BEN_YING	6	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
457	虎贲营	虎贲营	HU_BEN_YING	7	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
458	虎贲营	虎贲营	HU_BEN_YING	8	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
459	虎贲营	虎贲营	HU_BEN_YING	9	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
460	虎贲营	虎贲营	HU_BEN_YING	10	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
461	虎贲营	虎贲营	HU_BEN_YING	11	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
462	虎贲营	虎贲营	HU_BEN_YING	12	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
463	虎贲营	虎贲营	HU_BEN_YING	13	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
464	虎贲营	虎贲营	HU_BEN_YING	14	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
465	虎贲营	虎贲营	HU_BEN_YING	15	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
466	虎贲营	虎贲营	HU_BEN_YING	16	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
467	虎贲营	虎贲营	HU_BEN_YING	17	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
468	虎贲营	虎贲营	HU_BEN_YING	18	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
469	虎贲营	虎贲营	HU_BEN_YING	19	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
470	虎贲营	虎贲营	HU_BEN_YING	20	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
471	虎贲营	虎贲营	HU_BEN_YING	21	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
472	虎贲营	虎贲营	HU_BEN_YING	22	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
473	虎贲营	虎贲营	HU_BEN_YING	23	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
474	虎贲营	虎贲营	HU_BEN_YING	24	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
475	虎贲营	虎贲营	HU_BEN_YING	25	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
476	虎贲营	虎贲营	HU_BEN_YING	26	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
477	虎贲营	虎贲营	HU_BEN_YING	27	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
478	虎贲营	虎贲营	HU_BEN_YING	28	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
479	虎贲营	虎贲营	HU_BEN_YING	29	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
480	虎贲营	虎贲营	HU_BEN_YING	30	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
481	虎贲营	虎贲营	HU_BEN_YING	31	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
482	虎贲营	虎贲营	HU_BEN_YING	32	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
483	虎贲营	虎贲营	HU_BEN_YING	33	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
484	虎贲营	虎贲营	HU_BEN_YING	34	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
485	虎贲营	虎贲营	HU_BEN_YING	35	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
486	虎贲营	虎贲营	HU_BEN_YING	36	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
487	虎贲营	虎贲营	HU_BEN_YING	37	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
488	虎贲营	虎贲营	HU_BEN_YING	38	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
489	虎贲营	虎贲营	HU_BEN_YING	39	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
490	虎贲营	虎贲营	HU_BEN_YING	40	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
491	虎贲营	虎贲营	HU_BEN_YING	41	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
492	虎贲营	虎贲营	HU_BEN_YING	42	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
493	虎贲营	虎贲营	HU_BEN_YING	43	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
494	虎贲营	虎贲营	HU_BEN_YING	44	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
495	虎贲营	虎贲营	HU_BEN_YING	45	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
496	虎贲营	虎贲营	HU_BEN_YING	46	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
497	虎贲营	虎贲营	HU_BEN_YING	47	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
498	虎贲营	虎贲营	HU_BEN_YING	48	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
499	虎贲营	虎贲营	HU_BEN_YING	49	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
500	虎贲营	虎贲营	HU_BEN_YING	50	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
					
501	虎贲营	虎贲营	HU_BEN_YING	1	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
502	虎贲营	虎贲营	HU_BEN_YING	2	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
