"id,5-6位编码表示建筑，前1-2为表示建筑类型，后两位表示建筑等级"	名字	类型    GUAN_FU = 2; // 官府    CANG_KU = 3; // 仓库    JIU_GUAN = 4; // 酒馆    JUN_YING = 5; // 军营    CHENG_QIANG = 6; // 城墙    SHU_YUAN = 7; // 书院    WAI_SHI_YUAN = 8; // 外使院    TIE_JIANG_PU = 9; // 铁匠铺    XIU_LIAN_GUAN = 10; // 修炼馆    SHI_CHANG = 11; // 市场    XING_YING = 12; // 行营    GOLD_PRODUCER = 21; // 金币产出    FOOD_PRODUCER = 22; // 食物产出    WOOD_PRODUCER = 23; // 木头产出    STONE_PRODUCER = 24; // 石头产出    SI_TU_FU = 30; // 司徒府    ZHU_BI_CHANG = 31; // 铸币厂    CAI_SHI_CHANGE = 32; // 采石场    JI_XIA_XUE_GONG = 33; // 稷下学宫    LU_BAN_GONG_FANG = 34; // 鲁班工坊    SI_MA_FU = 40; // 司马府    SHEN_SHE_YING = 41; // 神射营    HU_BEN_YING = 42; // 虎贲营    CHENG_FANG_JI_GUAN = 43; // 城防机关    YU_BEI_BING_SUO = 44; // 预备兵所	等级	升级所需建筑队时间	繁荣度	君主经验	升级消耗的资源，关联Cost表	前置建筑	要求主城等级		effect，关联domestic/effect.txt表	建筑效果描述	建筑功能按钮图标	模型	建筑效果描述	解锁预览	升级预览											
30023	仓库23	CANG_KU	23	6.39h	3680	8	30023	20023			30023	每种资源容量+|2300万|2500万	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]2300万		[color=#ffea8a]储存资源[/color]\n每种资源容量+2300万（升级[color=#0cb93b]+200万[/color]）											
30024	仓库24	CANG_KU	24	7.18h	3960	8	30024	20024			30024	每种资源容量+|2500万|2700万	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]2500万		[color=#ffea8a]储存资源[/color]\n每种资源容量+2500万（升级[color=#0cb93b]+200万[/color]）											
30025	仓库25	CANG_KU	25	8.53h	4250	9	30025	20025			30025	每种资源容量+|2700万|2900万	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]2700万		[color=#ffea8a]储存资源[/color]\n每种资源容量+2700万（升级[color=#0cb93b]+200万[/color]）											
30026	仓库26	CANG_KU	26	9.64h	4550	9	30026	20026			30026	每种资源容量+|2900万|3100万	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]2900万		[color=#ffea8a]储存资源[/color]\n每种资源容量+2900万（升级[color=#0cb93b]+200万[/color]）											
30027	仓库27	CANG_KU	27	11.2h	4860	9	30027	20027			30027	每种资源容量+|3100万|3300万	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]3100万		[color=#ffea8a]储存资源[/color]\n每种资源容量+3100万（升级[color=#0cb93b]+200万[/color]）											
30028	仓库28	CANG_KU	28	14.07h	5180	10	30028	20028			30028	每种资源容量+|3300万|3500万	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]3300万		[color=#ffea8a]储存资源[/color]\n每种资源容量+3300万（升级[color=#0cb93b]+200万[/color]）											
30029	仓库29	CANG_KU	29	18.64h	5510	10	30029	20029			30029	每种资源容量+|3500万|4100万	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]3500万		[color=#ffea8a]储存资源[/color]\n每种资源容量+3500万（升级[color=#0cb93b]+600万[/color]）											
30030	仓库30	CANG_KU	30	25.11h	5850	10	30030	20030			30030	每种资源容量+|4100万|4700万	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]4100万		[color=#ffea8a]储存资源[/color]\n每种资源容量+4100万（升级[color=#0cb93b]+600万[/color]）											
30031	仓库31	CANG_KU	31	34.17h	6200	11	30031	20031			30031	每种资源容量+|4700万|5300万	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]4700万		[color=#ffea8a]储存资源[/color]\n每种资源容量+4700万（升级[color=#0cb93b]+600万[/color]）											
30032	仓库32	CANG_KU	32	47.64h	6560	11	30032	20032			30032	每种资源容量+|5300万|5900万	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]5300万		[color=#ffea8a]储存资源[/color]\n每种资源容量+5300万（升级[color=#0cb93b]+600万[/color]）											
30033	仓库33	CANG_KU	33	60.63h	6930	11	30033	20033			30033	每种资源容量+|5900万|6500万	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]5900万		[color=#ffea8a]储存资源[/color]\n每种资源容量+5900万（升级[color=#0cb93b]+600万[/color]）											
30034	仓库34	CANG_KU	34	68.42h	7310	12	30034	20034			30034	每种资源容量+|6500万|7100万	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]6500万		[color=#ffea8a]储存资源[/color]\n每种资源容量+6500万（升级[color=#0cb93b]+600万[/color]）											
30035	仓库35	CANG_KU	35	76.57h	7700	12	30035	20035			30035	每种资源容量+|7100万|9100万	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]7100万		[color=#ffea8a]储存资源[/color]\n每种资源容量+7100万（升级[color=#0cb93b]+2000万[/color]）											
30036	仓库36	CANG_KU	36	84.39h	8100	12	30036	20036			30036	每种资源容量+|9100万|1.2亿	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]9100万		[color=#ffea8a]储存资源[/color]\n每种资源容量+9100万（升级[color=#0cb93b]+3000万[/color]）											
30037	仓库37	CANG_KU	37	92.21h	8510	13	30037	20037			30037	每种资源容量+|1.2亿|1.5亿	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]1.2亿		[color=#ffea8a]储存资源[/color]\n每种资源容量+12100万（升级[color=#0cb93b]+3000万[/color]）											
30038	仓库38	CANG_KU	38	100.04h	8930	13	30038	20038			30038	每种资源容量+|1.5亿|1.8亿	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]1.5亿		[color=#ffea8a]储存资源[/color]\n每种资源容量+15100万（升级[color=#0cb93b]+3000万[/color]）											
30039	仓库39	CANG_KU	39	107.88h	9360	13	30039	20039			30039	每种资源容量+|1.8亿|2.1亿	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]1.8亿		[color=#ffea8a]储存资源[/color]\n每种资源容量+18100万（升级[color=#0cb93b]+3000万[/color]）											
30040	仓库40	CANG_KU	40	116.23h	9800	14	30040	20040			30040	每种资源容量+|2.1亿|2.4亿	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]2.1亿		[color=#ffea8a]储存资源[/color]\n每种资源容量+21100万（升级[color=#0cb93b]+3000万[/color]）											
30041	仓库41	CANG_KU	41	129.2h	10250	14	30041	20041			30041	每种资源容量+|2.4亿|2.8亿	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]2.4亿		[color=#ffea8a]储存资源[/color]\n每种资源容量+24100万（升级[color=#0cb93b]+4000万[/color]）											
30042	仓库42	CANG_KU	42	142.27h	10710	14	30042	20042			30042	每种资源容量+|2.8亿|3.4亿	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]2.8亿		[color=#ffea8a]储存资源[/color]\n每种资源容量+28100万（升级[color=#0cb93b]+6000万[/color]）											
30043	仓库43	CANG_KU	43	155.35h	11180	15	30043	20043			30043	每种资源容量+|3.4亿|4亿	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]3.4亿		[color=#ffea8a]储存资源[/color]\n每种资源容量+34100万（升级[color=#0cb93b]+6000万[/color]）											
30044	仓库44	CANG_KU	44	168.44h	11660	15	30044	20044			30044	每种资源容量+|4亿|4.6亿	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]4亿		[color=#ffea8a]储存资源[/color]\n每种资源容量+40100万（升级[color=#0cb93b]+6000万[/color]）											
30045	仓库45	CANG_KU	45	181.98h	12160	15	30045	20045			30045	每种资源容量+|4.6亿|5.2亿	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]4.6亿		[color=#ffea8a]储存资源[/color]\n每种资源容量+46100万（升级[color=#0cb93b]+6000万[/color]）											
30046	仓库46	CANG_KU	46	195.1h	12680	16	30046	20046			30046	每种资源容量+|5.2亿|5.8亿	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]5.2亿		[color=#ffea8a]储存资源[/color]\n每种资源容量+52100万（升级[color=#0cb93b]+6000万[/color]）											
30047	仓库47	CANG_KU	47	208.22h	13220	16	30047	20047			30047	每种资源容量+|5.8亿|6.4亿	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]5.8亿		[color=#ffea8a]储存资源[/color]\n每种资源容量+58100万（升级[color=#0cb93b]+6000万[/color]）											
30048	仓库48	CANG_KU	48	221.36h	13780	16	30048	20048			30048	每种资源容量+|6.4亿|7亿	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]6.4亿		[color=#ffea8a]储存资源[/color]\n每种资源容量+64100万（升级[color=#0cb93b]+6000万[/color]）											
30049	仓库49	CANG_KU	49	234.5h	14370	17	30049	20049			30049	每种资源容量+|7亿|8亿	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]7亿		[color=#ffea8a]储存资源[/color]\n每种资源容量+70100万（升级[color=#0cb93b]+10000万[/color]）											
30050	仓库50	CANG_KU	50	248.13h	15000	17	30050	20050			30050	每种资源容量+|8亿	仓库雕刻图标	2003	每种资源容量+[color=#ffea8a]8亿		[color=#ffea8a]储存资源[/color]\n每种资源容量+8亿											
																												
40001	酒馆1	jiu_guan	1		50	1	40001	20001				最大请教次数|1|1	酒馆请教图标	3001	最大请教次数[color=#ffea8a]1	3级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数1（升级3级驿站[color=#0cb93b]+1[/color]） 											
40002	酒馆2	jiu_guan	2	0.06h	110	1	40002	20002				最大请教次数|1|2	酒馆请教图标	3001	最大请教次数[color=#ffea8a]1	3级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数1（升级3级驿站[color=#0cb93b]+1[/color]） 											
40003	酒馆3	jiu_guan	3	0.072h	180	1	40003	20003				最大请教次数|2|2	酒馆请教图标	3002	最大请教次数[color=#ffea8a]2	5级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数2（升级5级驿站[color=#0cb93b]+1[/color]） 											
40004	酒馆4	jiu_guan	4	0.084h	260	2	40004	20004				最大请教次数|2|3	酒馆请教图标	3002	最大请教次数[color=#ffea8a]2	5级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数2（升级5级驿站[color=#0cb93b]+1[/color]） 											
40005	酒馆5	jiu_guan	5	0.096h	350	2	40005	20005				最大请教次数|3|3	酒馆请教图标	3002	最大请教次数[color=#ffea8a]3	7级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数3（升级7级驿站[color=#0cb93b]+1[/color]） 											
40006	酒馆6	jiu_guan	6	0.108h	450	2	40006	20006				最大请教次数|3|4	酒馆请教图标	3002	最大请教次数[color=#ffea8a]3	7级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数3（升级7级驿站[color=#0cb93b]+1[/color]） 											
40007	酒馆7	jiu_guan	7	0.12h	560	3	40007	20007				最大请教次数|4|4	酒馆请教图标	3002	最大请教次数[color=#ffea8a]4	9级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数4（升级9级驿站[color=#0cb93b]+1[/color]） 											
40008	酒馆8	jiu_guan	8	0.34h	680	3	40008	20008				最大请教次数|4|5	酒馆请教图标	3002	最大请教次数[color=#ffea8a]4	9级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数4（升级9级驿站[color=#0cb93b]+1[/color]） 											
40009	酒馆9	jiu_guan	9	0.8h	810	3	40009	20009				最大请教次数|5|5	酒馆请教图标	3002	最大请教次数[color=#ffea8a]5	12级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数5（升级12级驿站[color=#0cb93b]+1[/color]） 											
40010	酒馆10	jiu_guan	10	1.5h	950	4	40010	20010				最大请教次数|5|5	酒馆请教图标	3002	最大请教次数[color=#ffea8a]5	12级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数5（升级12级驿站[color=#0cb93b]+1[/color]） 											
40011	酒馆11	jiu_guan	11	2.2h	1100	4	40011	20011				最大请教次数|5|6	酒馆请教图标	3002	最大请教次数[color=#ffea8a]5	12级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数5（升级12级驿站[color=#0cb93b]+1[/color]） 											
40012	酒馆12	jiu_guan	12	3.07h	1260	4	40012	20012				最大请教次数|6|6	酒馆请教图标	3003	最大请教次数[color=#ffea8a]6	16级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数6（升级16级驿站[color=#0cb93b]+1[/color]） 											
40013	酒馆13	jiu_guan	13	4.39h	1430	5	40013	20013				最大请教次数|6|6	酒馆请教图标	3003	最大请教次数[color=#ffea8a]6	16级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数6（升级16级驿站[color=#0cb93b]+1[/color]） 											
40014	酒馆14	jiu_guan	14	5.64h	1610	5	40014	20014				最大请教次数|6|6	酒馆请教图标	3003	最大请教次数[color=#ffea8a]6	16级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数6（升级16级驿站[color=#0cb93b]+1[/color]） 											
40015	酒馆15	jiu_guan	15	8.3h	1800	5	40015	20015				最大请教次数|6|7	酒馆请教图标	3003	最大请教次数[color=#ffea8a]6	16级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数6（升级16级驿站[color=#0cb93b]+1[/color]） 											
40016	酒馆16	jiu_guan	16	10.77h	2000	6	40016	20016				最大请教次数|7|7	酒馆请教图标	3003	最大请教次数[color=#ffea8a]7	20级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数7（升级20级驿站[color=#0cb93b]+1[/color]） 											
40017	酒馆17	jiu_guan	17	13.34h	2210	6	40017	20017				最大请教次数|7|7	酒馆请教图标	3003	最大请教次数[color=#ffea8a]7	20级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数7（升级20级驿站[color=#0cb93b]+1[/color]） 											
40018	酒馆18	jiu_guan	18	15.82h	2430	6	40018	20018				最大请教次数|7|7	酒馆请教图标	3003	最大请教次数[color=#ffea8a]7	20级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数7（升级20级驿站[color=#0cb93b]+1[/color]） 											
40019	酒馆19	jiu_guan	19	19.6h	2660	7	40019	20019				最大请教次数|7|8	酒馆请教图标	3003	最大请教次数[color=#ffea8a]7	20级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数7（升级20级驿站[color=#0cb93b]+1[/color]） 											
40020	酒馆20	jiu_guan	20	24.05h	2900	7	40020	20020				最大请教次数|8|8	酒馆请教图标	3003	最大请教次数[color=#ffea8a]8	28级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数8（升级28级驿站[color=#0cb93b]+1[/color]） 											
40021	酒馆21	jiu_guan	21	29.17h	3150	7	40021	20021				最大请教次数|8|8	酒馆请教图标	3003	最大请教次数[color=#ffea8a]8	28级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数8（升级28级驿站[color=#0cb93b]+1[/color]） 											
40022	酒馆22	jiu_guan	22	34.13h	3410	8	40022	20022				最大请教次数|8|8	酒馆请教图标	3003	最大请教次数[color=#ffea8a]8	28级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数8（升级28级驿站[color=#0cb93b]+1[/color]） 											
40023	酒馆23	jiu_guan	23	40.49h	3680	8	40023	20023				最大请教次数|8|8	酒馆请教图标	3003	最大请教次数[color=#ffea8a]8	28级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数8（升级28级驿站[color=#0cb93b]+1[/color]） 											
40024	酒馆24	jiu_guan	24	47.88h	3960	8	40024	20024				最大请教次数|8|8	酒馆请教图标	3003	最大请教次数[color=#ffea8a]8	28级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数8（升级28级驿站[color=#0cb93b]+1[/color]） 											
40025	酒馆25	jiu_guan	25	56.93h	4250	9	40025	20025				最大请教次数|8|8	酒馆请教图标	3003	最大请教次数[color=#ffea8a]8	28级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数8（升级28级驿站[color=#0cb93b]+1[/color]） 											
40026	酒馆26	jiu_guan	26	67.94h	4550	9	40026	20026				最大请教次数|8|8	酒馆请教图标	3003	最大请教次数[color=#ffea8a]8	28级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数8（升级28级驿站[color=#0cb93b]+1[/color]） 											
40027	酒馆27	jiu_guan	27	81.6h	4860	9	40027	20027				最大请教次数|8|9	酒馆请教图标	3003	最大请教次数[color=#ffea8a]8	28级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数8（升级28级驿站[color=#0cb93b]+1[/color]） 											
40028	酒馆28	jiu_guan	28	98.77h	5180	10	40028	20028				最大请教次数|9|9	酒馆请教图标	3003	最大请教次数[color=#ffea8a]9	36级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数9（升级36级驿站[color=#0cb93b]+1[/color]） 											
40029	酒馆29	jiu_guan	29	146.24h	5510	10	40029	20029				最大请教次数|9|9	酒馆请教图标	3003	最大请教次数[color=#ffea8a]9	36级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数9（升级36级驿站[color=#0cb93b]+1[/color]） 											
40030	酒馆30	jiu_guan	30	216.51h	5850	10	40030	20030				最大请教次数|9|9	酒馆请教图标	3003	最大请教次数[color=#ffea8a]9	36级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数9（升级36级驿站[color=#0cb93b]+1[/color]） 											
40031	酒馆31	jiu_guan	31	321.27h	6200	11	40031	20031				最大请教次数|9|9	酒馆请教图标	3003	最大请教次数[color=#ffea8a]9	36级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数9（升级36级驿站[color=#0cb93b]+1[/color]） 											
40032	酒馆32	jiu_guan	32	478.84h	6560	11	40032	20032				最大请教次数|9|9	酒馆请教图标	3003	最大请教次数[color=#ffea8a]9	36级驿站最大请教次数+1	[color=#ffea8a]请教武将，获取强化符[/color]\n最大请教次数9（升级36级驿站[color=#0cb93b]+1[/color]） 											
