id	名称	攻击	防御	体力	敏捷	统帅	伤害增加万分比	伤害减少万分比	易伤增加万分比	易伤减少万分比
10207007	幽冥魔魂戒	240			360					
10210001	神心通明盔			800	200					
10210002	神心通明铠		800	200						
10210003	神心通明靴		400		600					
10210004	神心通明剑	800			200					
10210005	神心通明斧	1000								
10210006	神心通明符	400		600						
10210007	神心通明戒	400			600					
10211001	凌霄鸿鹄盔			1200	300					
10211002	凌霄鸿鹄铠		1200	300						
10211003	凌霄鸿鹄靴		600		900					
10211004	凌霄鸿鹄剑	1200			300					
10211005	凌霄鸿鹄斧	1500								
10211006	凌霄鸿鹄符	600		900						
10211007	凌霄鸿鹄戒	600			900					
10212001	皮帽			8	2					
10212002	皮衣		8	2						
10212003	皮护腿		4		6					
10212004	短剑	8			2					
10212005	长刀	10								
10212006	护符	4		6						
10212007	兽皮戒指	4			6					
10213001	风神盔			8	2					
10213002	风神甲		8	2						
10213003	风神靴		4		6					
10213004	裂风剑	8			2					
10213005	风吼刀	10								
10213006	风神护符	4		6						
10213007	风神戒指	4			6					
10214001	玄冥盔			8	2					
10214002	玄冥铠甲		8	2						
10214003	玄冥护腿		4		6					
10214004	玄冥枪	8			2					
10214005	玄冥锤	10								
10214006	玄冥护符	4		6						
10214007	玄冥戒指	4			6					
										
10501001	1号弓将	90	45	75	90					
10502001	2号车将	45	90	105	60					
10503001	3号弓将	90	45	75	90					
10504001	4号车将	45	90	105	60					
10505001	5号车将	45	90	105	60					
10501002	1号骑将	48	96	64	112					
10502002	2号弓将	96	48	80	96					
10503002	3号骑将	48	96	64	112					
10504002	4号车将	48	96	112	64					
10505002	5号骑将	48	96	64	112					
10501003	1号步将	68	119	68	85					
10502003	2号骑将	51	102	68	119					
10503003	3号器将	119	68	102	51					
10504003	4号车将	51	102	119	68					
10505003	5号弓将	102	51	85	102					
10501004	1号器将	126	72	108	54					
10502004	2号器将	126	72	108	54					
10503004	3号弓将	108	54	90	108					
10504004	4号车将	54	108	126	72					
10505004	5号器将	126	72	108	54					
10501005	1号车将	57	114	133	76					
10502005	2号步将	76	133	76	95					
10503005	3号骑将	57	114	76	133					
10504005	4号弓将	114	57	95	114					
10505005	5号车将	57	114	133	76					
10501006	1号步将	79	138	79	99					
10502006	2号步将	79	138	79	99					
10503006	3号车将	59	119	138	79					
10504006	4号步将	79	138	79	99					
10505006	5号器将	138	79	119	59					
10501007	1号骑将	62	123	82	144					
10502007	2号步将	82	144	82	103					
10503007	3号器将	144	82	123	62					
10504007	4号器将	144	82	123	62					
10505007	5号车将	62	123	144	82					
10501008	1号器将	149	85	128	64					
10502008	2号器将	149	85	128	64					
10503008	3号步将	85	149	85	106					
10504008	4号器将	149	85	128	64					
10505008	5号弓将	128	64	106	128					
10501009	1号步将	88	154	88	110					
10502009	2号器将	154	88	132	66					
10503009	3号器将	154	88	132	66					
10504009	4号器将	154	88	132	66					
10505009	5号步将	88	154	88	110					
10501010	1号弓将	137	68	114	137					
10502010	2号弓将	137	68	114	137					
10503010	3号骑将	68	137	91	159					
10504010	4号器将	159	91	137	68					
10505010	5号弓将	137	68	114	137					
10501011	1号骑将	75	150	100	175					
10502011	2号弓将	150	75	125	150					
10503011	3号车将	75	150	175	100					
10504011	4号步将	100	175	100	125					
10505011	5号步将	100	175	100	125					
10501012	1号车将	82	164	191	109					
10502012	2号弓将	164	82	136	164					
10503012	3号步将	109	191	109	136					
10504012	4号步将	109	191	109	136					
10505012	5号器将	191	109	164	82					
10501013	1号步将	118	207	118	148					
10502013	2号步将	118	207	118	148					
10503013	3号器将	207	118	177	89					
10504013	4号车将	89	177	207	118					
10505013	5号骑将	89	177	118	207					
10501014	1号骑将	95	191	127	222					
10502014	2号车将	95	191	222	127					
10503014	3号骑将	95	191	127	222					
10504014	4号弓将	191	95	159	191					
10505014	5号弓将	191	95	159	191					
10501015	1号器将	238	136	204	102					
10502015	2号器将	238	136	204	102					
10503015	3号骑将	102	204	136	238					
10504015	4号器将	238	136	204	102					
10505015	5号车将	102	204	238	136					
10501016	1号步将	145	254	145	181					
10502016	2号车将	109	218	254	145					
10503016	3号车将	109	218	254	145					
10504016	4号器将	254	145	218	109					
10505016	5号骑将	109	218	145	254					
10501017	1号骑将	116	231	154	270					
10502017	2号弓将	231	116	193	231					
10503017	3号车将	116	231	270	154					
10504017	4号步将	154	270	154	193					
10505017	5号器将	270	154	231	116					
10501018	1号器将	285	163	245	122					
10502018	2号弓将	245	122	204	245					
10503018	3号弓将	245	122	204	245					
10504018	4号弓将	245	122	204	245					
10505018	5号骑将	122	245	163	285					
10501019	1号步将	172	301	172	215					
10502019	2号骑将	129	258	172	301					
10503019	3号器将	301	172	258	129					
10504019	4号弓将	258	129	215	258					
10505019	5号器将	301	172	258	129					
10501020	1号器将	315	180	270	135					
10502020	2号步将	180	315	180	225					
10503020	3号弓将	270	135	225	270					
10504020	4号器将	315	180	270	135					
10505020	5号步将	180	315	180	225					
10501021	1号车将	191	383	446	255					
10502021	2号骑将	191	383	255	446					
10503021	3号步将	255	446	255	319					
10504021	4号弓将	383	191	319	383					
10505021	5号器将	446	255	383	191					
10501022	1号骑将	247	494	329	576					
10502022	2号弓将	494	247	412	494					
10503022	3号步将	329	576	329	412					
10504022	4号骑将	247	494	329	576					
10505022	5号骑将	247	494	329	576					
10501023	1号骑将	303	605	403	706					
10502023	2号骑将	303	605	403	706					
10503023	3号步将	403	706	403	504					
10504023	4号骑将	303	605	403	706					
10505023	5号弓将	605	303	504	605					
10501024	1号骑将	358	716	478	836					
10502024	2号步将	478	836	478	597					
10503024	3号弓将	716	358	597	716					
10504024	4号器将	836	478	716	358					
10505024	5号步将	478	836	478	597					
10501025	1号器将	966	552	828	414					
10502025	2号器将	966	552	828	414					
10503025	3号弓将	828	414	690	828					
10504025	4号车将	414	828	966	552					
10505025	5号骑将	414	828	552	966					
10501026	1号车将	457	914	1066	609					
10502026	2号车将	457	914	1066	609					
10503026	3号弓将	914	457	761	914					
10504026	4号步将	609	1066	609	761					
10505026	5号步将	609	1066	609	761					
10501027	1号车将	500	999	1166	666					
10502027	2号器将	1166	666	999	500					
10503027	3号弓将	999	500	833	999					
10504027	4号弓将	999	500	833	999					
10505027	5号器将	1166	666	999	500					
10501028	1号骑将	542	1085	723	1265					
10502028	2号骑将	542	1085	723	1265					
10503028	3号车将	542	1085	1265	723					
10504028	4号步将	723	1265	723	904					
10505028	5号器将	1265	723	1085	542					
10501029	1号弓将	1170	585	975	1170					
10502029	2号弓将	1170	585	975	1170					
10503029	3号车将	585	1170	1365	780					
10504029	4号步将	780	1365	780	975					
10505029	5号车将	585	1170	1365	780					
10501030	1号器将	1465	837	1256	628					
10502030	2号弓将	1256	628	1046	1256					
10503030	3号步将	837	1465	837	1046					
10504030	4号车将	628	1256	1465	837					
10505030	5号步将	837	1465	837	1046					
10501031	1号弓将	1305	653	1088	1305					
10502031	2号步将	870	1523	870	1088					
10503031	3号弓将	1305	653	1088	1305					
10504031	4号弓将	1305	653	1088	1305					
10505031	5号车将	653	1305	1523	870					
10501032	1号弓将	1354	677	1128	1354					
10502032	2号步将	903	1580	903	1128					
10503032	3号车将	677	1354	1580	903					
10504032	4号车将	677	1354	1580	903					
10505032	5号器将	1580	903	1354	677					
10501033	1号器将	1636	935	1403	701					
10502033	2号骑将	701	1403	935	1636					
10503033	3号骑将	701	1403	935	1636					
10504033	4号器将	1636	935	1403	701					
10505033	5号步将	935	1636	935	1169					
10501034	1号弓将	1451	726	1209	1451					
10502034	2号骑将	726	1451	967	1693					
10503034	3号器将	1693	967	1451	726					
10504034	4号步将	967	1693	967	1209					
10505034	5号骑将	726	1451	967	1693					
10501035	1号车将	750	1500	1750	1000					
10502035	2号骑将	750	1500	1000	1750					
10503035	3号车将	750	1500	1750	1000					
10504035	4号弓将	1500	750	1250	1500					
10505035	5号骑将	750	1500	1000	1750					
10501036	1号骑将	791	1581	1054	1845					
10502036	2号车将	791	1581	1845	1054					
10503036	3号弓将	1581	791	1318	1581					
10504036	4号弓将	1581	791	1318	1581					
10505036	5号步将	1054	1845	1054	1318					
10501037	1号器将	1939	1108	1662	831					
10502037	2号骑将	831	1662	1108	1939					
10503037	3号骑将	831	1662	1108	1939					
10504037	4号步将	1108	1939	1108	1385					
10505037	5号骑将	831	1662	1108	1939					
10501038	1号步将	1162	2033	1162	1452					
10502038	2号器将	2033	1162	1742	871					
10503038	3号弓将	1742	871	1452	1742					
10504038	4号弓将	1742	871	1452	1742					
10505038	5号车将	871	1742	2033	1162					
10501039	1号车将	912	1823	2127	1215					
10502039	2号器将	2127	1215	1823	912					
10503039	3号骑将	912	1823	1215	2127					
10504039	4号骑将	912	1823	1215	2127					
10505039	5号骑将	912	1823	1215	2127					
10501040	1号步将	1269	2221	1269	1587					
10502040	2号器将	2221	1269	1904	952					
10503040	3号弓将	1904	952	1587	1904					
10504040	4号车将	952	1904	1269	2221					
10505040	5号弓将	1904	952	1587	1904					
10501041	1号骑将	1044	2089	1392	2437					
10502041	2号车将	1044	2089	2437	1392					
10503041	3号车将	1044	2089	2437	1392					
10504041	4号骑将	1044	2089	1392	2437					
10505041	5号骑将	1044	2089	1392	2437					
10501042	1号弓将	2272	1136	1894	2272					
10502042	2号车将	1136	2272	2651	1515					
10503042	3号器将	2651	1515	2272	1136					
10504042	4号车将	1136	2272	2651	1515					
10505042	5号步将	1515	2651	1515	1894					
10501043	1号车将	1228	2456	2865	1637					
10502043	2号车将	1228	2456	2865	1637					
10503043	3号骑将	1228	2456	1637	2865					
10504043	4号器将	2865	1637	2456	1228					
10505043	5号步将	1637	2865	1637	2047					
10501044	1号弓将	2639	1320	2200	2639					
10502044	2号器将	3079	1760	2639	1320					
10503044	3号弓将	2639	1320	2200	2639					
10504044	4号车将	1320	2639	3079	1760					
10505044	5号弓将	2639	1320	2200	2639					
10501045	1号步将	1882	3294	1882	2353					
10502045	2号步将	1882	3294	1882	2353					
10503045	3号骑将	1412	2823	1882	3294					
10504045	4号骑将	1412	2823	1882	3294					
10505045	5号骑将	1412	2823	1882	3294					
10501046	1号步将	1962	3434	1962	2453					
10502046	2号车将	1472	2944	3434	1962					
10503046	3号弓将	2944	1472	2453	2944					
10504046	4号车将	1472	2944	3434	1962					
10505046	5号步将	1962	3434	1962	2453					
10501047	1号器将	3575	2043	3064	1532					
10502047	2号弓将	3064	1532	2553	3064					
10503047	3号弓将	3064	1532	2553	3064					
10504047	4号器将	3575	2043	3064	1532					
10505047	5号骑将	1532	3064	2043	3575					
10501048	1号骑将	1592	3184	2123	3715					
10502048	2号步将	2123	3715	2123	2654					
10503048	3号器将	3715	2123	3184	1592					
10504048	4号车将	1592	3184	3715	2123					
10505048	5号弓将	3184	1592	2654	3184					
10501049	1号骑将	1652	3305	2203	3855					
10502049	2号器将	3855	2203	3305	1652					
10503049	3号车将	1652	3305	3855	2203					
10504049	4号步将	2203	3855	2203	2754					
10505049	5号弓将	3305	1652	2754	3305					
10501050	1号骑将	1712	3425	2283	3996					
10502050	2号器将	3996	2283	3425	1712					
10503050	3号车将	1712	3425	3996	2283					
10504050	4号骑将	1712	3425	2283	3996					
10505050	5号器将	3996	2283	3425	1712					
10501051	1号车将	1794	3588	4186	2392					
10502051	2号步将	2392	4186	2392	2990					
10503051	3号弓将	3588	1794	2990	3588					
10504051	4号骑将	1794	3588	2392	4186					
10505051	5号器将	4186	2392	3588	1794					
10501052	1号弓将	3751	1876	3126	3751					
10502052	2号骑将	1876	3751	2501	4376					
10503052	3号步将	2501	4376	2501	3126					
