怪物武将id	武将	武将星数	无名武将	解锁技能个数	品质，1-WHITE=白色2-GREEN = 绿色3-BLUE =蓝色 4-PURPLE =紫色5-ORANGE=橙色6-RED=红色	士兵数	战斗力	士气	武将等级	士兵等级	总属性（关联属性表sprite_stat）	单兵血量		能否触发克制技		怪物位置		转生等级	是否是援军					
10501071		1	10501071	2	5	3178	3596	1	75	7	10501071	4110		1	21		1							
10502071		1	10502071	2	5	3178	3596	1	75	7	10502071	4110		1	22		1							
10503071		1	10503071	2	5	3178	3596	1	75	7	10503071	4110		1	21		1							
10504071		1	10504071	2	5	3178	3596	1	75	7	10504071	5135		1	23		1							
10505071		1	10505071	2	5	3178	3596	1	75	7	10505071	6160		1	25		1							
10501072		1	10501072	2	5	3211	3652	1	76	7	10501072	7445		1	24		2							
10502072		1	10502072	2	5	3211	3652	1	76	7	10502072	5320		1	23		1							
10503072		1	10503072	2	5	3211	3652	1	76	7	10503072	5320		1	23		2							
10504072		1	10504072	2	5	3211	3652	1	76	7	10504072	6380		1	25		1							
10505072		1	10505072	2	5	3211	3652	1	76	7	10505072	4255		1	22		1							
10501073		1	10501073	2	5	3244	3708	1	77	7	10501073	4400		1	22		1							
10502073		1	10502073	2	5	3244	3708	1	77	7	10502073	4400		1	22		2							
10503073		1	10503073	2	5	3244	3708	1	77	7	10503073	4400		1	21		2							
10504073		1	10504073	2	5	3244	3708	1	77	7	10504073	4400		1	21		0							
10505073		1	10505073	2	5	3244	3708	1	77	7	10505073	5500		1	23		2							
10501074		1	10501074	2	5	3280	3765	1	78	7	10501074	6820		1	25		0							
10502074		1	10502074	2	5	3280	3765	1	78	7	10502074	4545		1	22		1							
10503074		1	10503074	2	5	3280	3765	1	78	7	10503074	4545		1	21		1							
10504074		1	10504074	2	5	3280	3765	1	78	7	10504074	4545		1	21		1							
10505074		1	10505074	2	5	3280	3765	1	78	7	10505074	4545		1	22		0							
10501075		1	10501075	2	6	3356	3807	1	79	7	10501075	7040		1	25		1							
10502075		1	10502075	2	6	3356	3807	1	79	7	10502075	4690		1	21		1							
10503075		1	10503075	2	6	3356	3807	1	79	7	10503075	7040		1	25		2							
10504075		1	10504075	2	6	3356	3807	1	79	7	10504075	4690		1	22		1							
10505075		1	10505075	2	6	3356	3807	1	79	7	10505075	5865		1	23		0							
10501076		1	10501076	2	6	3432	3849	1	80	7	10501076	4870		1	21		2							
10502076		1	10502076	2	6	3432	3849	1	80	7	10502076	6085		1	23		2							
10503076		1	10503076	2	6	3432	3849	1	80	7	10503076	8520		1	24		0							
10504076		1	10504076	2	6	3432	3849	1	80	7	10504076	7305		1	25		1							
10505076		1	10505076	2	6	3432	3849	1	80	7	10505076	8520		1	24		2							
10501077		1	10501077	2	6	3508	3891	1	81	7	10501077	7565		1	25		1							
10502077		1	10502077	2	6	3508	3891	1	81	7	10502077	8825		1	24		1							
10503077		1	10503077	2	6	3508	3891	1	81	7	10503077	8825		1	24		1							
10504077		1	10504077	2	6	3508	3891	1	81	7	10504077	8825		1	24		2							
10505077		1	10505077	2	6	3508	3891	1	81	7	10505077	5040		1	21		0							
10501078		1	10501078	2	6	3584	3933	1	82	7	10501078	5215		1	21		0							
10502078		1	10502078	2	6	3584	3933	1	82	7	10502078	5215		1	22		1							
10503078		1	10503078	2	6	3584	3933	1	82	7	10503078	6520		1	23		2							
10504078		1	10504078	2	6	3584	3933	1	82	7	10504078	7825		1	25		1							
10505078		1	10505078	2	6	3584	3933	1	82	7	10505078	5215		1	22		1							
10501079		1	10501079	2	6	3660	3975	1	83	7	10501079	9430		1	24		1							
10502079		1	10502079	2	6	3660	3975	1	83	7	10502079	6735		1	23		0							
10503079		1	10503079	2	6	3660	3975	1	83	7	10503079	8080		1	25		2							
10504079		1	10504079	2	6	3660	3975	1	83	7	10504079	8080		1	25		2							
10505079		1	10505079	2	6	3660	3975	1	83	7	10505079	6735		1	23		0							
10501080		1	10501080	2	6	3736	4017	1	84	8	10501080	5560		1	21		0							
10502080		1	10502080	2	6	3736	4017	1	84	8	10502080	6950		1	23		0							
10503080		1	10503080	2	6	3736	4017	1	84	8	10503080	9730		1	24		2							
10504080		1	10504080	2	6	3736	4017	1	84	8	10504080	6950		1	23		1							
10505080		1	10505080	2	6	3736	4017	1	84	8	10505080	5560		1	22		2							
10501081		1	10501081	2	6	3812	4059	1	85	8	10501081	5680		1	22		2							
10502081		1	10502081	2	6	3812	4059	1	85	8	10502081	9940		1	24		1							
10503081		1	10503081	2	6	3812	4059	1	85	8	10503081	5680		1	21		0							
10504081		1	10504081	2	6	3812	4059	1	85	8	10504081	9940		1	24		2							
10505081		1	10505081	2	6	3812	4059	1	85	8	10505081	7100		1	23		0							
10501082		1	10501082	2	6	3888	4101	1	86	8	10501082	5800		1	22		2							
10502082		1	10502082	2	6	3888	4101	1	86	8	10502082	5800		1	22		1							
10503082		1	10503082	2	6	3888	4101	1	86	8	10503082	8700		1	25		0							
10504082		1	10504082	2	6	3888	4101	1	86	8	10504082	5800		1	22		2							
10505082		1	10505082	2	6	3888	4101	1	86	8	10505082	8700		1	25		0							
10501083		1	10501083	2	6	3970	4150	1	87	8	10501083	8880		1	25		0							
10502083		1	10502083	2	6	3970	4150	1	87	8	10502083	10360		1	24		0							
10503083		1	10503083	2	6	3970	4150	1	87	8	10503083	10360		1	24		2							
10504083		1	10504083	2	6	3970	4150	1	87	8	10504083	7400		1	23		1							
10505083		1	10505083	2	6	3970	4150	1	87	8	10505083	5920		1	22		0							
10501084		1	10501084	2	6	4047	4218	1	88	8	10501084	6040		1	21		0							
10502084		1	10502084	2	6	4047	4218	1	88	8	10502084	10570		1	24		1							
10503084		1	10503084	2	6	4047	4218	1	88	8	10503084	6040		1	21		2							
10504084		1	10504084	2	6	4047	4218	1	88	8	10504084	6040		1	21		2							
10505084		1	10505084	2	6	4047	4218	1	88	8	10505084	10570		1	24		0							
10501085		1	10501085	2	6	4124	4286	1	89	8	10501085	7700		1	23		2							
10502085		1	10502085	2	6	4124	4286	1	89	8	10502085	6160		1	21		0							
10503085		1	10503085	2	6	4124	4286	1	89	8	10503085	10780		1	24		1							
10504085		1	10504085	2	6	4124	4286	1	89	8	10504085	7700		1	23		1							
10505085		1	10505085	2	6	4124	4286	1	89	8	10505085	10780		1	24		1							
10501086		1	10501086	2	6	4201	4354	1	90	8	10501086	7850		1	23		1							
10502086		1	10502086	2	6	4201	4354	1	90	8	10502086	9420		1	25		1							
10503086		1	10503086	2	6	4201	4354	1	90	8	10503086	7850		1	23		0							
10504086		1	10504086	2	6	4201	4354	1	90	8	10504086	6280		1	22		0							
10505086		1	10505086	2	6	4201	4354	1	90	8	10505086	6280		1	21		1							
10501087		1	10501087	2	6	4278	4422	1	91	8	10501087	8000		1	23		1							
10502087		1	10502087	2	6	4278	4422	1	91	8	10502087	6400		1	21		2							
10503087		1	10503087	2	6	4278	4422	1	91	8	10503087	6400		1	22		2							
10504087		1	10504087	2	6	4278	4422	1	91	8	10504087	6400		1	21		0							
10505087		1	10505087	2	6	4278	4422	1	91	8	10505087	8000		1	23		1							
10501088		1	10501088	2	6	4355	4490	1	92	8	10501088	11410		1	24		0							
10502088		1	10502088	2	6	4355	4490	1	92	8	10502088	11410		1	24		2							
10503088		1	10503088	2	6	4355	4490	1	92	8	10503088	6520		1	21		0							
10504088		1	10504088	2	6	4355	4490	1	92	8	10504088	8150		1	23		2							
10505088		1	10505088	2	6	4355	4490	1	92	8	10505088	6520		1	21		1							
10501089		1	10501089	2	6	4432	4558	1	93	8	10501089	8300		1	23		0							
10502089		1	10502089	2	6	4432	4558	1	93	8	10502089	6640		1	22		0							
10503089		1	10503089	2	6	4432	4558	1	93	8	10503089	11620		1	24		0							
10504089		1	10504089	2	6	4432	4558	1	93	8	10504089	6640		1	22		2							
10505089		1	10505089	2	6	4432	4558	1	93	8	10505089	8300		1	23		0							
10501090		1	10501090	2	6	4510	4630	1	94	9	10501090	6760		1	21		0							
10502090		1	10502090	2	6	4510	4630	1	94	9	10502090	10140		1	25		0							
10503090		1	10503090	2	6	4510	4630	1	94	9	10503090	6760		1	21		0							
10504090		1	10504090	2	6	4510	4630	1	94	9	10504090	6760		1	21		0							
10505090		1	10505090	2	6	4510	4630	1	94	9	10505090	10140		1	25		2							
10501091		1	10501091	2	6	4550	4705	1	95	9	10501091	10320		1	25		0							
10502091		1	10502091	2	6	4550	4705	1	95	9	10502091	8600		1	23		0							
10503091		1	10503091	2	6	4550	4705	1	95	9	10503091	10320		1	25		0							
10504091		1	10504091	2	6	4550	4705	1	95	9	10504091	10320		1	25		2							
10505091		1	10505091	2	6	4550	4705	1	95	9	10505091	6880		1	22		0							
10501092		1	10501092	2	6	4590	4780	1	96	9	10501092	7000		1	22		0							
10502092		1	10502092	2	6	4590	4780	1	96	9	10502092	7000		1	22		1							
10503092		1	10503092	2	6	4590	4780	1	96	9	10503092	7000		1	22		1							
10504092		1	10504092	2	6	4590	4780	1	96	9	10504092	12250		1	24		1							
10505092		1	10505092	2	6	4590	4780	1	96	9	10505092	8750		1	23		1							
10501093		1	10501093	2	6	4630	4855	1	97	9	10501093	12460		1	24		2							
10502093		1	10502093	2	6	4630	4855	1	97	9	10502093	7120		1	22		2							
10503093		1	10503093	2	6	4630	4855	1	97	9	10503093	10680		1	25		1							
10504093		1	10504093	2	6	4630	4855	1	97	9	10504093	12460		1	24		1							
10505093		1	10505093	2	6	4630	4855	1	97	9	10505093	7120		1	21		2							
10501094		1	10501094	2	6	4670	4930	1	98	9	10501094	12670		1	24		1							
10502094		1	10502094	2	6	4670	4930	1	98	9	10502094	9050		1	23		1							
10503094		1	10503094	2	6	4670	4930	1	98	9	10503094	10860		1	25		0							
10504094		1	10504094	2	6	4670	4930	1	98	9	10504094	9050		1	23		1							
10505094		1	10505094	2	6	4670	4930	1	98	9	10505094	12670		1	24		1							
10501095		1	10501095	2	6	4710	5005	1	99	9	10501095	11040		1	25		2							
10502095		1	10502095	2	6	4710	5005	1	99	9	10502095	7360		1	21		1							
10503095		1	10503095	2	6	4710	5005	1	99	9	10503095	9200		1	23		0							
10504095		1	10504095	2	6	4710	5005	1	99	9	10504095	7360		1	22		1							
10505095		1	10505095	2	6	4710	5005	1	99	9	10505095	11040		1	25		2							
10501096		1	10501096	2	6	4750	5080	1	100	9	10501096	13090		1	24		2							
10502096		1	10502096	2	6	4750	5080	1	100	9	10502096	13090		1	24		0							
10503096		1	10503096	2	6	4750	5080	1	100	9	10503096	13090		1	24		2							
10504096		1	10504096	2	6	4750	5080	1	100	9	10504096	13090		1	24		2							
10505096		1	10505096	2	6	4750	5080	1	100	9	10505096	13090		1	24		2							
10501097		1	10501097	2	6	4780	5103	1	101	9	10501097	11400		1	25		0							
10502097		1	10502097	2	6	4780	5103	1	101	9	10502097	9500		1	23		1							
10503097		1	10503097	2	6	4780	5103	1	101	9	10503097	7600		1	22		0							
10504097		1	10504097	2	6	4780	5103	1	101	9	10504097	7600		1	21		0							
10505097		1	10505097	2	6	4780	5103	1	101	9	10505097	7600		1	21		2							
10501098		1	10501098	2	6	4810	5126	1	102	9	10501098	11580		1	25		1							
10502098		1	10502098	2	6	4810	5126	1	102	9	10502098	7720		1	22		0							
10503098		1	10503098	2	6	4810	5126	1	102	9	10503098	7720		1	21		2							
10504098		1	10504098	2	6	4810	5126	1	102	9	10504098	9650		1	23		2							
10505098		1	10505098	2	6	4810	5126	1	102	9	10505098	13510		1	24		1							
10501099		1	10501099	2	6	4840	5149	1	103	9	10501099	13720		1	24		1							
10502099		1	10502099	2	6	4840	5149	1	103	9	10502099	11760		1	25		0							
10503099		1	10503099	2	6	4840	5149	1	103	9	10503099	11760		1	25		1							
10504099		1	10504099	2	6	4840	5149	1	103	9	10504099	7840		1	22		2							
10505099		1	10505099	2	6	4840	5149	1	103	9	10505099	7840		1	21		1							
10501100		1	10501100	2	6	4870	5172	1	104	9	10501100	7960		1	22		0							
10502100		1	10502100	2	6	4870	5172	1	104	9	10502100	9950		1	23		1							
10503100		1	10503100	2	6	4870	5172	1	104	9	10503100	11940		1	25		2							
10504100		1	10504100	2	6	4870	5172	1	104	9	10504100	11940		1	25		1							
10505100		1	10505100	2	6	4870	5172	1	104	9	10505100	11940		1	25		1							
																								
1120111		1	20	2	5	10000	5000	1	100	9	1120111	5		1	21		0							
1120112		1	23	2	5	10000	5000	1	100	9	1120112	5		1	23		0							
1120113		1	11	2	5	10000	5000	1	100	9	1120113	5		1	22		0							
1120114		1	10	2	5	10000	5000	1	100	9	1120114	5		1	25		2							
1120115		1	4	2	5	10000	5000	1	100	9	1120115	5		1	24		1							
1120121		1	5	2	5	10000	1000	1	100	9	1120121	5		1	22		0							
1120122		1	24	2	5	10000	1000	1	100	9	1120122	5		1	25		1							
1120123		1	10	2	5	10000	1000	1	100	9	1120123	5		1	24		1							
1120124		1	1	2	5	10000	1000	1	100	9	1120124	5		1	21		0							
1120125		1	14	2	5	10000	1000	1	100	9	1120125	5		1	23		0							
1120211		1	17	2	2	55	100	1	1	1	1120212	5			3		2							
1120212		1	17	2	2	55	100	1	1	1	1120211	5			1		2							
1120221		1	24	2	2	20	100	1	1	1	1120221	5			2		2							
1120222		1	24	2	2	20	100	1	1	1	1120222	5			2		0							
																								
1120311		5	41	2	2	10000	100	1	100	5	1120111	5		1	1		1						小七	10000
1120312		5	42	2	3	10000	100	1	100	5	1120112	5		1	3		2						蔺相如	10000
1120313		5	43	2	5	10000	100	1	100	5	1120113	5		1	24		2						白起	10000
1120314		5	44	2	5	10000	100	1	100	5	1120114	5		1	22		2						王翦	10000
1120315		5	45	2	5	10000	100	1	100	5	1120115	5		1	25		1						韩非	10000
1120321		1	32	2	4	10000	100	1	60	3	1120121	5		1	15	2	1						骑	
1120322		1	33	2	4	10000	100	1	60	3	1120122	5		1	12	1	1						弓	
1120323		1	35	2	4	10000	100	1	60	3	1120123	5		1	11	4	1						器	
1120324		1	33	2	4	10000	100	1	60	3	1120124	5		1	14	3	1						弓	
1120325		1	31	2	4	10000	100	1	60	3	1120125	5		1	14	5	1						步	
																								
																								
9010101		1	9010101	2	2	200	200	1	1	1	9010101	350			4		1							
9020101		1	9020101	2	2	200	200	1	1	1	9020101	525			3		1							
9030101		1	9030101	2	2	200	200	1	1	1	9030101	615			2		1							
9040101		1	9040101	2	2	200	200	1	1	1	9040101	350			2		1							
9050101		1	9050101	2	2	200	200	1	1	1	9050101	525			5		1							
9010102		1	9010102	2	2	240	240	1	2	1	9070103	665			4		0							
9020102		1	9020102	2	2	240	240	1	2	1	9070103	380			1		0							
9030102		1	9030102	2	2	240	240	1	2	1	9070103	475			3		1							
9040102		1	9040102	2	2	240	240	1	2	1	9070103	380			2		2							
9050102		1	9050102	2	2	240	240	1	2	1	9070103	570			5		1							
9010103		1	9010103	2	2	280	280	1	3	1	9010103	470			3	4	1							
9020103		1	9020103	2	2	280	280	1	3	1	9020103	375			2	2	1							
9030103		1	9030103	2	2	280	280	1	3	1	9030103	375			1	1	1							
9040103		1	9040103	2	2	280	280	1	3	1	9040103	375			2	3	1							
9050103		1	9050103	2	2	280	280	1	3	1	9050103	655			4		1							
9010104		1	9010104	2	2	320	320	1	4	1	9010104	620			3		0							
9020104		1	9020104	2	2	320	320	1	4	1	9020104	410			2		0							
9030104		1	9030104	2	2	320	320	1	4	1	9030104	620			3		0							
9040104		1	9040104	2	2	320	320	1	4	1	9040104	410			1		1							
9050104		1	9050104	2	2	320	320	1	4	1	9050104	410			1		0							
9010105		1	9010105	2	2	360	360	1	5	1	9070105	630			4		2							
9020105		1	9020105	2	2	360	360	1	5	1	9070105	450			3		0							
9030105		1	9030105	2	2	360	360	1	5	1	9070105	360			2		2							
9040105		1	9040105	2	2	360	360	1	5	1	9070105	360			2		2							
9050105		1	9050105	2	2	360	360	1	5	1	9070105	450			3		2							
9010106		1	9010106	2	2	400	400	1	6	1	9010106	475			3		1							
9020106		1	9020106	2	2	400	400	1	6	1	9020106	380			1		2							
9030106		1	9030106	2	2	400	400	1	6	1	9030106	380			2		0							
9040106		1	9040106	2	2	400	400	1	6	1	9040106	570			5		0							
9050106		1	9050106	2	2	400	400	1	6	1	9050106	665			4		2							
9010107		1	9010107	2	2	440	440	1	7	1	9010107	700			4		2							
9020107		1	9020107	2	2	440	440	1	7	1	9020107	400			2		0							
9030107		1	9030107	2	2	440	440	1	7	1	9030107	600			5		1							
9040107		1	9040107	2	2	440	440	1	7	1	9040107	700			4		2							
9050107		1	9050107	2	2	440	440	1	7	1	9050107	700			4		2							
9010108		1	9010108	2	2	480	480	1	8	1	9010108	460			2		1							
9020108		1	9020108	2	2	480	480	1	8	1	9020108	690			5		1							
9030108		1	9030108	2	2	480	480	1	8	1	9030108	460			1		1							
9040108		1	9040108	2	2	480	480	1	8	1	9040108	805			4		2							
9050108		1	9050108	2	2	480	480	1	8	1	9050108	575			3		1							
9010109		1	9010109	2	2	520	520	1	9	1	9010109	575			3		2							
9020109		1	9020109	2	2	520	520	1	9	1	9020109	690			5		2							
9030109		1	9030109	2	2	520	520	1	9	1	9030109	805			4		0							
9040109		1	9040109	2	2	520	520	1	9	1	9040109	460			1		0							
9050109		1	9050109	2	2	520	520	1	9	1	9050109	575			3		1							
9010201		1	9010201	2	2	440	440	1	10	1	9010201	905			4		1							
9020201		1	9020201	2	2	440	440	1	10	1	9020201	520			1		1							
9030201		1	9030201	2	2	440	440	1	10	1	9030201	520			1		1							
9040201		1	9040201	2	2	440	440	1	10	1	9040201	775			5		1							
9050201		1	9050201	2	2	440	440	1	10	1	9050201	905			4		1							
9010202		1	9010202	2	2	480	480	1	11	1	9070203	575			2		0							
9020202		1	9020202	2	2	480	480	1	11	1	9070203	720			3		2							
9030202		1	9030202	2	2	480	480	1	11	1	9070203	720			3		1							
9040202		1	9040202	2	2	480	480	1	11	1	9070203	865			5		1							
9050202		1	9050202	2	2	480	480	1	11	1	9070203	575			2		2							
9010203		1	9010203	2	2	520	520	1	12	1	9010203	950			5		1							
9020203		1	9020203	2	2	520	520	1	12	1	9020203	635			2		1							
9030203		1	9030203	2	2	520	520	1	12	1	9030203	1110			4		1							
9040203		1	9040203	2	2	520	520	1	12	1	9040203	1110			4		1							
9050203		1	9050203	2	2	520	520	1	12	1	9050203	1110			4		1							
9010204		1	9010204	2	2	560	560	1	13	1	9010204	865			3		2							
9020204		1	9020204	2	2	560	560	1	13	1	9020204	690			1		1							
9030204		1	9030204	2	2	560	560	1	13	1	9030204	690			2		2							
9040204		1	9040204	2	2	560	560	1	13	1	9040204	1210			4		1							
9050204		1	9050204	2	2	560	560	1	13	1	9050204	1040			5		0							
9010205		1	9010205	2	2	560	600	1	14	1	9010205	750			1		1							
9020205		1	9020205	2	2	560	600	1	14	1	9020205	1315			4		2							
9030205		1	9030205	2	2	560	600	1	14	1	9030205	1125			5		1							
9040205		1	9040205	2	2	560	600	1	14	1	9040205	750			2		2							
9050205		1	9050205	2	2	560	600	1	14	1	9050205	1315			4		1							
9010206		1	9010206	2	2	560	640	1	15	1	9010206	1415			4		1							
9020206		1	9020206	2	2	560	640	1	15	1	9020206	810			2		0							
9030206		1	9030206	2	2	560	640	1	15	1	9030206	1210			5		2							
9040206		1	9040206	2	2	560	640	1	15	1	9040206	1010			3		0							
9050206		1	9050206	2	2	560	640	1	15	1	9050206	1415			4		2							
9010207		1	9010207	2	2	560	680	1	16	1	9070206	865			1		0							
9020207		1	9020207	2	2	560	680	1	16	1	9070206	1085			3		2							
9030207		1	9030207	2	2	560	680	1	16	1	9070206	865			2		2							
9040207		1	9040207	2	2	560	680	1	16	1	9070206	1085			3		0							
9050207		1	9050207	2	2	560	680	1	16	1	9070206	1085			3		2							
9010208		1	9010208	2	2	560	720	1	17	1	9010208	930			1		0							
9020208		1	9020208	2	2	560	720	1	17	1	9020208	930			2		0							
9030208		1	9030208	2	2	560	720	1	17	1	9030208	930			1		1							
9040208		1	9040208	2	2	560	720	1	17	1	9040208	1395			5		2							
9050208		1	9050208	2	2	560	720	1	17	1	9050208	930			2		0							
9010209		1	9010209	2	2	560	760	1	18	1	9010209	1325			5		1							
9020209		1	9020209	2	2	560	760	1	18	1	9020209	1545			4		0							
9030209		1	9030209	2	2	560	760	1	18	1	9030209	885			2		2							
9040209		1	9040209	2	2	560	760	1	18	1	9040209	1325			5		0							
9050209		1	9050209	2	2	560	760	1	18	1	9050209	1545			4		2							
9010301		1	9010301	2	3	532	638	1	19	2	9010301	925		1	6		1							
9020301		1	9020301	2	3	532	638	1	19	2	9020301	925		1	6		0							
9030301		1	9030301	2	3	532	638	1	19	2	9030301	1620		1	9		2							
9040301		1	9040301	2	3	532	638	1	19	2	9040301	1620		1	9		1							
9050301		1	9050301	2	3	532	638	1	19	2	9050301	1620		1	9		1							
9010302		1	9010302	2	3	576	676	1	20	2	9010302	1210		1	8		0							
9020302		1	9020302	2	3	576	676	1	20	2	9020302	1455		1	10		2							
9030302		1	9030302	2	3	576	676	1	20	2	9030302	1695		1	9		2							
9040302		1	9040302	2	3	576	676	1	20	2	9040302	970		1	7		1							
9050302		1	9050302	2	3	576	676	1	20	2	9050302	1455		1	10		0							
9010303		1	9010303	2	3	620	714	1	21	2	9010303	1010		1	7		0							
9020303		1	9020303	2	3	620	714	1	21	2	9020303	1515		1	10		1							
9030303		1	9030303	2	3	620	714	1	21	2	9030303	1770		1	9		0							
9040303		1	9040303	2	3	620	714	1	21	2	9040303	1770		1	9		1							
9050303		1	9050303	2	3	620	714	1	21	2	9050303	1010		1	6		2							
9010304		1	9010304	2	3	664	752	1	22	2	9010304	1050		1	6		1							
9020304		1	9020304	2	3	664	752	1	22	2	9020304	1050		1	7		2							
9030304		1	9030304	2	3	664	752	1	22	2	9030304	1050		1	6		2							
9040304		1	9040304	2	3	664	752	1	22	2	9040304	1315		1	8		0							
9050304		1	9050304	2	3	664	752	1	22	2	9050304	1580		1	10		2							
9010305		1	9010305	2	3	708	790	1	23	2	9010305	1915		1	9		1							
9020305		1	9020305	2	3	708	790	1	23	2	9020305	1370		1	8		0							
9030305		1	9030305	2	3	708	790	1	23	2	9030305	1370		1	8		1							
