怪物君主id	名字	icon，配置 icon.txt 中的id	1男0女	等级	武将id，关联monster/captain.txt的id						城墙属性，配置属性.txt 中的id，如果没有城墙，可以不配置	城墙固定伤害，如果没有城墙，可以不配置			怪物攻城奖励，奖励给攻城目标	怪物击杀奖励，奖励给击杀者																
12901003	县城先锋	junzhu5	1	40	129010031	129010032	129010033	129010034	129010035																							
12901004	县城先锋	junzhu7	1	40	129010041	129010042	129010043	129010044	129010045																							
12901005	县城先锋	junzhu8	1	40	129010051	129010052	129010053	129010054	129010055																							
12901006	县城先锋	junzhu3	1	40	129010061	129010062	129010063	129010064	129010065																							
12901007	县城先锋	junzhu10	1	40	129010071	129010072	129010073	129010074	129010075																							
12901008	县城先锋	junzhu3	1	40	129010081	129010082	129010083	129010084	129010085																							
12901009	县城先锋	junzhu5	1	40	129010091	129010092	129010093	129010094	129010095																							
12901010	县城先锋	junzhu1	1	40	129010101	129010102	129010103	129010104	129010105																							
12901011	县城主力	junzhu7	1	40	129010111	129010112	129010113	129010114	129010115																							
12901012	县城主力	junzhu1	1	40	129010121	129010122	129010123	129010124	129010125																							
12901013	县城主力	junzhu3	1	40	129010131	129010132	129010133	129010134	129010135																							
12901014	县城主力	junzhu1	1	40	129010141	129010142	129010143	129010144	129010145																							
12901015	县城主力	junzhu5	1	40	129010151	129010152	129010153	129010154	129010155																							
12901016	县城主力	junzhu7	1	40	129010161	129010162	129010163	129010164	129010165																							
12901017	县城主力	junzhu3	1	40	129010171	129010172	129010173	129010174	129010175																							
12901018	县城主力	junzhu7	1	40	129010181	129010182	129010183	129010184	129010185																							
12901019	县城主力	junzhu10	1	40	129010191	129010192	129010193	129010194	129010195																							
12901020	县城主力	junzhu4	1	40	129010201	129010202	129010203	129010204	129010205																							
12901021	县城要塞守卫	junzhu1	1	40	129010211	129010212	129010213	129010214	129010215																							
12901022	县城要塞守卫	junzhu3	1	40	129010221	129010222	129010223	129010224	129010225																							
12901023	县城要塞守卫	junzhu2	1	40	129010231	129010232	129010233	129010234	129010235																							
12901024	县城要塞守卫	junzhu6	1	40	129010241	129010242	129010243	129010244	129010245																							
12901025	县城要塞守卫	junzhu6	1	40	129010251	129010252	129010253	129010254	129010255																							
12901026	县城要塞守卫	junzhu3	1	40	129010261	129010262	129010263	129010264	129010265																							
12901027	县城要塞守卫	junzhu2	1	40	129010271	129010272	129010273	129010274	129010275																							
12901028	县城要塞守卫	junzhu2	1	40	129010281	129010282	129010283	129010284	129010285																							
12901029	县城要塞守卫	junzhu8	1	40	129010291	129010292	129010293	129010294	129010295																							
12901030	县城要塞守卫	junzhu5	1	40	129010301	129010302	129010303	129010304	129010305																							
12901031	县城关卡守卫	junzhu6	1	40	129010311	129010312	129010313	129010314	129010315																							
12901032	县城关卡守卫	junzhu4	1	40	129010321	129010322	129010323	129010324	129010325																							
12901033	县城关卡守卫	junzhu8	1	40	129010331	129010332	129010333	129010334	129010335																							
12901034	县城关卡守卫	junzhu2	1	40	129010341	129010342	129010343	129010344	129010345																							
12901035	县城关卡守卫	junzhu6	1	40	129010351	129010352	129010353	129010354	129010355																							
12901036	县城关卡守卫	junzhu5	1	40	129010361	129010362	129010363	129010364	129010365																							
12901037	县城关卡守卫	junzhu8	1	40	129010371	129010372	129010373	129010374	129010375																							
12901038	县城关卡守卫	junzhu9	1	40	129010381	129010382	129010383	129010384	129010385																							
12901039	县城关卡守卫	junzhu4	1	40	129010391	129010392	129010393	129010394	129010395																							
12901040	县城关卡守卫	junzhu8	1	40	129010401	129010402	129010403	129010404	129010405																							
12902001	郡城先锋	junzhu3	1	50	129020011	129020012	129020013	129020014	129020015																							
12902002	郡城先锋	junzhu2	1	50	129020021	129020022	129020023	129020024	129020025																							
12902003	郡城先锋	junzhu7	1	50	129020031	129020032	129020033	129020034	129020035																							
12902004	郡城先锋	junzhu3	1	50	129020041	129020042	129020043	129020044	129020045																							
12902005	郡城先锋	junzhu10	1	50	129020051	129020052	129020053	129020054	129020055																							
12902006	郡城先锋	junzhu9	1	50	129020061	129020062	129020063	129020064	129020065																							
12902007	郡城先锋	junzhu10	1	50	129020071	129020072	129020073	129020074	129020075																							
12902008	郡城先锋	junzhu3	1	50	129020081	129020082	129020083	129020084	129020085																							
12902009	郡城先锋	junzhu7	1	50	129020091	129020092	129020093	129020094	129020095																							
12902010	郡城先锋	junzhu1	1	50	129020101	129020102	129020103	129020104	129020105																							
12902011	郡城主力	junzhu5	1	50	129020111	129020112	129020113	129020114	129020115																							
12902012	郡城主力	junzhu4	1	50	129020121	129020122	129020123	129020124	129020125																							
12902013	郡城主力	junzhu5	1	50	129020131	129020132	129020133	129020134	129020135																							
12902014	郡城主力	junzhu7	1	50	129020141	129020142	129020143	129020144	129020145																							
12902015	郡城主力	junzhu8	1	50	129020151	129020152	129020153	129020154	129020155																							
12902016	郡城主力	junzhu3	1	50	129020161	129020162	129020163	129020164	129020165																							
12902017	郡城主力	junzhu10	1	50	129020171	129020172	129020173	129020174	129020175																							
12902018	郡城主力	junzhu3	1	50	129020181	129020182	129020183	129020184	129020185																							
12902019	郡城主力	junzhu5	1	50	129020191	129020192	129020193	129020194	129020195																							
12902020	郡城主力	junzhu5	1	50	129020201	129020202	129020203	129020204	129020205																							
12902021	郡城要塞守卫	junzhu4	1	50	129020211	129020212	129020213	129020214	129020215																							
12902022	郡城要塞守卫	junzhu5	1	50	129020221	129020222	129020223	129020224	129020225																							
12902023	郡城要塞守卫	junzhu7	1	50	129020231	129020232	129020233	129020234	129020235																							
12902024	郡城要塞守卫	junzhu8	1	50	129020241	129020242	129020243	129020244	129020245																							
12902025	郡城要塞守卫	junzhu3	1	50	129020251	129020252	129020253	129020254	129020255																							
12902026	郡城要塞守卫	junzhu10	1	50	129020261	129020262	129020263	129020264	129020265																							
12902027	郡城要塞守卫	junzhu3	1	50	129020271	129020272	129020273	129020274	129020275																							
12902028	郡城要塞守卫	junzhu5	1	50	129020281	129020282	129020283	129020284	129020285																							
12902029	郡城要塞守卫	junzhu1	1	50	129020291	129020292	129020293	129020294	129020295																							
12902030	郡城要塞守卫	junzhu7	1	50	129020301	129020302	129020303	129020304	129020305																							
12902031	郡城关卡守卫	junzhu1	1	50	129020311	129020312	129020313	129020314	129020315																							
12902032	郡城关卡守卫	junzhu3	1	50	129020321	129020322	129020323	129020324	129020325																							
12902033	郡城关卡守卫	junzhu1	1	50	129020331	129020332	129020333	129020334	129020335																							
12902034	郡城关卡守卫	junzhu5	1	50	129020341	129020342	129020343	129020344	129020345																							
12902035	郡城关卡守卫	junzhu7	1	50	129020351	129020352	129020353	129020354	129020355																							
12902036	郡城关卡守卫	junzhu3	1	50	129020361	129020362	129020363	129020364	129020365																							
12902037	郡城关卡守卫	junzhu7	1	50	129020371	129020372	129020373	129020374	129020375																							
12902038	郡城关卡守卫	junzhu10	1	50	129020381	129020382	129020383	129020384	129020385																							
12902039	郡城关卡守卫	junzhu4	1	50	129020391	129020392	129020393	129020394	129020395																							
12902040	郡城关卡守卫	junzhu1	1	50	129020401	129020402	129020403	129020404	129020405																							
12903001	都城先锋	junzhu3	1	60	129030011	129030012	129030013	129030014	129030015																							
12903002	都城先锋	junzhu2	1	60	129030021	129030022	129030023	129030024	129030025																							
12903003	都城先锋	junzhu6	1	60	129030031	129030032	129030033	129030034	129030035																							
12903004	都城先锋	junzhu6	1	60	129030041	129030042	129030043	129030044	129030045																							
12903005	都城先锋	junzhu3	1	60	129030051	129030052	129030053	129030054	129030055																							
12903006	都城先锋	junzhu2	1	60	129030061	129030062	129030063	129030064	129030065																							
12903007	都城先锋	junzhu2	1	60	129030071	129030072	129030073	129030074	129030075																							
12903008	都城先锋	junzhu8	1	60	129030081	129030082	129030083	129030084	129030085																							
12903009	都城先锋	junzhu5	1	60	129030091	129030092	129030093	129030094	129030095																							
12903010	都城先锋	junzhu6	1	60	129030101	129030102	129030103	129030104	129030105																							
12903011	都城主力	junzhu4	1	60	129030111	129030112	129030113	129030114	129030115																							
12903012	都城主力	junzhu8	1	60	129030121	129030122	129030123	129030124	129030125																							
12903013	都城主力	junzhu2	1	60	129030131	129030132	129030133	129030134	129030135																							
12903014	都城主力	junzhu6	1	60	129030141	129030142	129030143	129030144	129030145																							
12903015	都城主力	junzhu5	1	60	129030151	129030152	129030153	129030154	129030155																							
12903016	都城主力	junzhu8	1	60	129030161	129030162	129030163	129030164	129030165																							
12903017	都城主力	junzhu9	1	60	129030171	129030172	129030173	129030174	129030175																							
12903018	都城主力	junzhu4	1	60	129030181	129030182	129030183	129030184	129030185																							
12903019	都城主力	junzhu8	1	60	129030191	129030192	129030193	129030194	129030195																							
12903020	都城主力	junzhu3	1	60	129030201	129030202	129030203	129030204	129030205																							
12903021	都城要塞守卫	junzhu2	1	60	129030211	129030212	129030213	129030214	129030215																							
12903022	都城要塞守卫	junzhu7	1	60	129030221	129030222	129030223	129030224	129030225																							
12903023	都城要塞守卫	junzhu3	1	60	129030231	129030232	129030233	129030234	129030235																							
12903024	都城要塞守卫	junzhu10	1	60	129030241	129030242	129030243	129030244	129030245																							
12903025	都城要塞守卫	junzhu9	1	60	129030251	129030252	129030253	129030254	129030255																							
12903026	都城要塞守卫	junzhu10	1	60	129030261	129030262	129030263	129030264	129030265																							
12903027	都城要塞守卫	junzhu3	1	60	129030271	129030272	129030273	129030274	129030275																							
12903028	都城要塞守卫	junzhu7	1	60	129030281	129030282	129030283	129030284	129030285																							
12903029	都城要塞守卫	junzhu1	1	60	129030291	129030292	129030293	129030294	129030295																							
12903030	都城要塞守卫	junzhu5	1	60	129030301	129030302	129030303	129030304	129030305																							
12903031	都城关卡守卫	junzhu4	1	60	129030311	129030312	129030313	129030314	129030315																							
12903032	都城关卡守卫	junzhu5	1	60	129030321	129030322	129030323	129030324	129030325																							
12903033	都城关卡守卫	junzhu7	1	60	129030331	129030332	129030333	129030334	129030335																							
12903034	都城关卡守卫	junzhu8	1	60	129030341	129030342	129030343	129030344	129030345																							
12903035	都城关卡守卫	junzhu3	1	60	129030351	129030352	129030353	129030354	129030355																							
12903036	都城关卡守卫	junzhu10	1	60	129030361	129030362	129030363	129030364	129030365																							
12903037	都城关卡守卫	junzhu3	1	60	129030371	129030372	129030373	129030374	129030375																							
12903038	都城关卡守卫	junzhu5	1	60	129030381	129030382	129030383	129030384	129030385																							
12903039	都城关卡守卫	junzhu3	1	60	129030391	129030392	129030393	129030394	129030395																							
12903040	都城关卡守卫	junzhu5	1	60	129030401	129030402	129030403	129030404	129030405																							
																																
13600101	1级犬戎军	junzhu1		20	13601101	13602101	13603101	13604101	13605101																							
13600102	2级犬戎军	junzhu2		23	13601102	13602102	13603102	13604102	13605102																							
13600103	3级犬戎军	junzhu3		26	13601103	13602103	13603103	13604103	13605103																							
13600104	4级犬戎军	junzhu4		29	13601104	13602104	13603104	13604104	13605104																							
13600105	5级犬戎军	junzhu5		32	13601105	13602105	13603105	13604105	13605105																							
13600106	6级犬戎军	junzhu6		35	13601106	13602106	13603106	13604106	13605106																							
13600107	7级犬戎军	junzhu7		38	13601107	13602107	13603107	13604107	13605107																							
13600108	8级犬戎军	junzhu8		41	13601108	13602108	13603108	13604108	13605108																							
13600109	9级犬戎军	junzhu9		44	13601109	13602109	13603109	13604109	13605109																							
13600110	10级犬戎军	junzhu10		47	13601110	13602110	13603110	13604110	13605110																							
13600111	11级犬戎军	junzhu11		50	13601111	13602111	13603111	13604111	13605111																							
13600112	12级犬戎军	junzhu12		53	13601112	13602112	13603112	13604112	13605112																							
13600113	13级犬戎军	junzhu13		56	13601113	13602113	13603113	13604113	13605113																							
13600114	14级犬戎军	junzhu14		59	13601114	13602114	13603114	13604114	13605114																							
13600115	15级犬戎军	junzhu1		62	13601115	13602115	13603115	13604115	13605115																							
13600116	16级犬戎军	junzhu2		65	13601116	13602116	13603116	13604116	13605116																							
13600117	17级犬戎军	junzhu3		68	13601117	13602117	13603117	13604117	13605117																							
13600118	18级犬戎军	junzhu4		71	13601118	13602118	13603118	13604118	13605118																							
13600119	19级犬戎军	junzhu5		74	13601119	13602119	13603119	13604119	13605119																							
13600120	20级犬戎军	junzhu6		77	13601120	13602120	13603120	13604120	13605120																							
13600121	21级犬戎军	junzhu7		80	13601121	13602121	13603121	13604121	13605121																							
13600122	22级犬戎军	junzhu8		83	13601122	13602122	13603122	13604122	13605122																							
13600123	23级犬戎军	junzhu9		86	13601123	13602123	13603123	13604123	13605123																							
13600124	24级犬戎军	junzhu10		89	13601124	13602124	13603124	13604124	13605124																							
13600125	25级犬戎军	junzhu11		92	13601125	13602125	13603125	13604125	13605125																							
13600201	1级犬戎军	junzhu12		20	13601201	13602201	13603201	13604201	13605201																							
13600202	2级犬戎军	junzhu13		23	13601202	13602202	13603202	13604202	13605202																							
13600203	3级犬戎军	junzhu14		26	13601203	13602203	13603203	13604203	13605203																							
13600204	4级犬戎军	junzhu1		29	13601204	13602204	13603204	13604204	13605204																							
13600205	5级犬戎军	junzhu2		32	13601205	13602205	13603205	13604205	13605205																							
13600206	6级犬戎军	junzhu3		35	13601206	13602206	13603206	13604206	13605206																							
13600207	7级犬戎军	junzhu4		38	13601207	13602207	13603207	13604207	13605207																							
13600208	8级犬戎军	junzhu5		41	13601208	13602208	13603208	13604208	13605208																							
13600209	9级犬戎军	junzhu6		44	13601209	13602209	13603209	13604209	13605209																							
13600210	10级犬戎军	junzhu7		47	13601210	13602210	13603210	13604210	13605210																							
13600211	11级犬戎军	junzhu8		50	13601211	13602211	13603211	13604211	13605211																							
13600212	12级犬戎军	junzhu9		53	13601212	13602212	13603212	13604212	13605212																							
13600213	13级犬戎军	junzhu10		56	13601213	13602213	13603213	13604213	13605213																							
13600214	14级犬戎军	junzhu11		59	13601214	13602214	13603214	13604214	13605214																							
13600215	15级犬戎军	junzhu12		62	13601215	13602215	13603215	13604215	13605215																							
13600216	16级犬戎军	junzhu13		65	13601216	13602216	13603216	13604216	13605216																							
13600217	17级犬戎军	junzhu14		68	13601217	13602217	13603217	13604217	13605217																							
13600218	18级犬戎军	junzhu1		71	13601218	13602218	13603218	13604218	13605218																							
13600219	19级犬戎军	junzhu2		74	13601219	13602219	13603219	13604219	13605219																							
13600220	20级犬戎军	junzhu3		77	13601220	13602220	13603220	13604220	13605220																							
13600221	21级犬戎军	junzhu4		80	13601221	13602221	13603221	13604221	13605221																							
13600222	22级犬戎军	junzhu5		83	13601222	13602222	13603222	13604222	13605222																							
13600223	23级犬戎军	junzhu6		86	13601223	13602223	13603223	13604223	13605223																							
13600224	24级犬戎军	junzhu7		89	13601224	13602224	13603224	13604224	13605224																							
13600225	25级犬戎军	junzhu8		92	13601225	13602225	13603225	13604225	13605225																							
13600301	1级犬戎军	junzhu9		20	13601301	13602301	13603301	13604301	13605301																							
13600302	2级犬戎军	junzhu10		23	13601302	13602302	13603302	13604302	13605302																							
13600303	3级犬戎军	junzhu11		26	13601303	13602303	13603303	13604303	13605303																							
13600304	4级犬戎军	junzhu12		29	13601304	13602304	13603304	13604304	13605304																							
13600305	5级犬戎军	junzhu13		32	13601305	13602305	13603305	13604305	13605305																							
13600306	6级犬戎军	junzhu14		35	13601306	13602306	13603306	13604306	13605306																							
13600307	7级犬戎军	junzhu1		38	13601307	13602307	13603307	13604307	13605307																							
13600308	8级犬戎军	junzhu2		41	13601308	13602308	13603308	13604308	13605308																							
13600309	9级犬戎军	junzhu3		44	13601309	13602309	13603309	13604309	13605309																							
13600310	10级犬戎军	junzhu4		47	13601310	13602310	13603310	13604310	13605310																							
13600311	11级犬戎军	junzhu5		50	13601311	13602311	13603311	13604311	13605311																							
13600312	12级犬戎军	junzhu6		53	13601312	13602312	13603312	13604312	13605312																							
13600313	13级犬戎军	junzhu7		56	13601313	13602313	13603313	13604313	13605313																							
13600314	14级犬戎军	junzhu8		59	13601314	13602314	13603314	13604314	13605314																							
13600315	15级犬戎军	junzhu9		62	13601315	13602315	13603315	13604315	13605315																							
13600316	16级犬戎军	junzhu10		65	13601316	13602316	13603316	13604316	13605316																							
13600317	17级犬戎军	junzhu11		68	13601317	13602317	13603317	13604317	13605317																							
13600318	18级犬戎军	junzhu12		71	13601318	13602318	13603318	13604318	13605318																							
13600319	19级犬戎军	junzhu13		74	13601319	13602319	13603319	13604319	13605319																							
13600320	20级犬戎军	junzhu14		77	13601320	13602320	13603320	13604320	13605320																							
13600321	21级犬戎军	junzhu1		80	13601321	13602321	13603321	13604321	13605321																							
13600322	22级犬戎军	junzhu2		83	13601322	13602322	13603322	13604322	13605322																							
13600323	23级犬戎军	junzhu3		86	13601323	13602323	13603323	13604323	13605323																							
13600324	24级犬戎军	junzhu4		89	13601324	13602324	13603324	13604324	13605324																							
13600325	25级犬戎军	junzhu5		92	13601325	13602325	13603325	13604325	13605325																							
13600401	1级犬戎军	junzhu6		20	13601401	13602401	13603401	13604401	13605401																							
13600402	2级犬戎军	junzhu7		23	13601402	13602402	13603402	13604402	13605402																							
13600403	3级犬戎军	junzhu8		26	13601403	13602403	13603403	13604403	13605403																							
13600404	4级犬戎军	junzhu9		29	13601404	13602404	13603404	13604404	13605404																							
13600405	5级犬戎军	junzhu10		32	13601405	13602405	13603405	13604405	13605405																							
13600406	6级犬戎军	junzhu11		35	13601406	13602406	13603406	13604406	13605406																							
13600407	7级犬戎军	junzhu12		38	13601407	13602407	13603407	13604407	13605407																							
13600408	8级犬戎军	junzhu13		41	13601408	13602408	13603408	13604408	13605408																							
13600409	9级犬戎军	junzhu14		44	13601409	13602409	13603409	13604409	13605409																							
13600410	10级犬戎军	junzhu1		47	13601410	13602410	13603410	13604410	13605410																							
13600411	11级犬戎军	junzhu2		50	13601411	13602411	13603411	13604411	13605411																							
13600412	12级犬戎军	junzhu3		53	13601412	13602412	13603412	13604412	13605412																							
13600413	13级犬戎军	junzhu4		56	13601413	13602413	13603413	13604413	13605413																							
13600414	14级犬戎军	junzhu5		59	13601414	13602414	13603414	13604414	13605414																							
13600415	15级犬戎军	junzhu6		62	13601415	13602415	13603415	13604415	13605415																							
13600416	16级犬戎军	junzhu7		65	13601416	13602416	13603416	13604416	13605416																							
13600417	17级犬戎军	junzhu8		68	13601417	13602417	13603417	13604417	13605417																							
13600418	18级犬戎军	junzhu9		71	13601418	13602418	13603418	13604418	13605418																							
13600419	19级犬戎军	junzhu10		74	13601419	13602419	13603419	13604419	13605419																							
13600420	20级犬戎军	junzhu11		77	13601420	13602420	13603420	13604420	13605420																							
13600421	21级犬戎军	junzhu12		80	13601421	13602421	13603421	13604421	13605421																							
13600422	22级犬戎军	junzhu13		83	13601422	13602422	13603422	13604422	13605422																							
13600423	23级犬戎军	junzhu14		86	13601423	13602423	13603423	13604423	13605423																							
13600424	24级犬戎军	junzhu1		89	13601424	13602424	13603424	13604424	13605424																							
13600425	25级犬戎军	junzhu2		92	13601425	13602425	13603425	13604425	13605425																							
13600501	1级犬戎军	junzhu3		20	13601501	13602501	13603501	13604501	13605501																							
13600502	2级犬戎军	junzhu4		23	13601502	13602502	13603502	13604502	13605502																							
13600503	3级犬戎军	junzhu5		26	13601503	13602503	13603503	13604503	13605503																							
13600504	4级犬戎军	junzhu6		29	13601504	13602504	13603504	13604504	13605504																							
13600505	5级犬戎军	junzhu7		32	13601505	13602505	13603505	13604505	13605505																							
13600506	6级犬戎军	junzhu8		35	13601506	13602506	13603506	13604506	13605506																							
13600507	7级犬戎军	junzhu9		38	13601507	13602507	13603507	13604507	13605507																							
13600508	8级犬戎军	junzhu10		41	13601508	13602508	13603508	13604508	13605508																							
13600509	9级犬戎军	junzhu11		44	13601509	13602509	13603509	13604509	13605509																							
13600510	10级犬戎军	junzhu12		47	13601510	13602510	13603510	13604510	13605510																							
13600511	11级犬戎军	junzhu13		50	13601511	13602511	13603511	13604511	13605511																							
13600512	12级犬戎军	junzhu14		53	13601512	13602512	13603512	13604512	13605512																							
13600513	13级犬戎军	junzhu1		56	13601513	13602513	13603513	13604513	13605513																							
13600514	14级犬戎军	junzhu2		59	13601514	13602514	13603514	13604514	13605514																							
13600515	15级犬戎军	junzhu3		62	13601515	13602515	13603515	13604515	13605515																							
13600516	16级犬戎军	junzhu4		65	13601516	13602516	13603516	13604516	13605516																							
13600517	17级犬戎军	junzhu5		68	13601517	13602517	13603517	13604517	13605517																							
13600518	18级犬戎军	junzhu6		71	13601518	13602518	13603518	13604518	13605518																							
13600519	19级犬戎军	junzhu7		74	13601519	13602519	13603519	13604519	13605519																							
13600520	20级犬戎军	junzhu8		77	13601520	13602520	13603520	13604520	13605520																							
13600521	21级犬戎军	junzhu9		80	13601521	13602521	13603521	13604521	13605521																							
13600522	22级犬戎军	junzhu10		83	13601522	13602522	13603522	13604522	13605522																							
13600523	23级犬戎军	junzhu11		86	13601523	13602523	13603523	13604523	13605523																							
13600524	24级犬戎军	junzhu12		89	13601524	13602524	13603524	13604524	13605524																							
13600525	25级犬戎军	junzhu13		92	13601525	13602525	13603525	13604525	13605525																							
																																
9200101	秦国军队	junzhu1	1	1	9210101	9220101	9230101	9240101	9250101																							
9200102	易水秦军	junzhu7	1	1	9210102	9220102	9230102	9240102	9250102																							
9200103	秦国军队	junzhu1	1	2	9210103	9220103	9230103	9240103	9250103																							
9200104	山贼	junzhu3	1	2	9210104	9220104	9230104	9240104	9250104																							
9200105	秦国伏兵	junzhu1	1	3	9210105	9220105	9230105	9240105	9250105																							
9200106	秦国禁卫	junzhu5	1	3	9210106	9220106	9230106	9240106	9250106		9000104	5																				
9200107	越国士兵	junzhu7	1	5	9210107	9220107	9230107	9240107	9250107																							
9200108	越国士兵	junzhu3	1	6	9210108	9220108	9230108	9240108	9250108																							
9200109	越王卫队	junzhu7	1	6	9210109	9220109	9230109	9240109	9250109																							
9200201	越国士兵	junzhu7	1	5	9210201	9220201	9230201	9240201	9250201																							
9200202	越国士兵	junzhu3	1	6	9210202	9220202	9230202	9240202	9250202																							
9200203	越王卫队	junzhu7	1	6	9210203	9220203	9230203	9240203	9250203																							
9200204	王宫守卫	junzhu10	1	7	9210204	9220204	9230204	9240204	9250204																							
9200205	王宫守卫	junzhu4	1	7	9210205	9220205	9230205	9240205	9250205																							
9200206	越王卫队	junzhu1	1	8	9210206	9220206	9230206	9240206	9250206																							
9200207	送亲队伍	junzhu3	1	8	9210207	9220207	9230207	9240207	9250207																							
9200208	越国士兵	junzhu2	1	9	9210208	9220208	9230208	9240208	9250208																							
9200209	越王卫队	junzhu6	1	9	9210209	9220209	9230209	9240209	9250209		9000104	10																				
9200301	演习军队	junzhu6	1	20	9210301	9220301	9230301	9240301	9250301																							
9200302	秦国军队	junzhu3	1	20	9210302	9220302	9230302	9240302	9250302																							
9200303	秦国军队	junzhu2	1	21	9210303	9220303	9230303	9240303	9250303																							
9200304	演习军队	junzhu2	1	21	9210304	9220304	9230304	9240304	9250304																							
9200305	地牢守卫	junzhu8	1	22	9210305	9220305	9230305	9240305	9250305																							
9200306	赵国军队	junzhu5	1	22	9210306	9220306	9230306	9240306	9250306																							
9200307	魏国军队	junzhu6	1	23	9210307	9220307	9230307	9240307	9250307																							
9200308	魏国军队	junzhu4	1	23	9210308	9220308	9230308	9240308	9250308																							
9200309	魏国军队	junzhu8	1	24	9210309	9220309	9230309	9240309	9250309		9000104	20																				
9200401	魏国追兵	junzhu2	1	24	9210401	9220401	9230401	9240401	9250401																							
9200402	魏国追兵	junzhu6	1	25	9210402	9220402	9230402	9240402	9250402																							
9200403	市集流氓	junzhu5	1	25	9210403	9220403	9230403	9240403	9250403																							
9200404	流氓头子	junzhu8	1	26	9210404	9220404	9230404	9240404	9250404																							
9200405	贵族卫队	junzhu9	1	26	9210405	9220405	9230405	9240405	9250405																							
9200406	旧贵族	junzhu4	1	27	9210406	9220406	9230406	9240406	9250406																							
9200407	太子卫队	junzhu8	1	27	9210407	9220407	9230407	9240407	9250407																							
9200408	太子卫队长	junzhu3	1	28	9210408	9220408	9230408	9240408	9250408																							
9200409	魏国大将	junzhu2	1	28	9210409	9220409	9230409	9240409	9250409		9000104	30																				
9200501	乡间流氓	junzhu7	1	29	9210501	9220501	9230501	9240501	9250501																							
9200502	御前守卫	junzhu3	1	29	9210502	9220502	9230502	9240502	9250502																							
9200503	边境守卫	junzhu10	1	30	9210503	9220503	9230503	9240503	9250503																							
9200504	魏国守军	junzhu9	1	30	9210504	9220504	9230504	9240504	9250504																							
9200505	齐国守军	junzhu10	1	31	9210505	9220505	9230505	9240505	9250505																							
9200506	齐国军队	junzhu3	1	31	9210506	9220506	9230506	9240506	9250506																							
9200507	秦国军队	junzhu7	1	32	9210507	9220507	9230507	9240507	9250507																							
9200508	秦国军队	junzhu1	1	32	9210508	9220508	9230508	9240508	9250508																							
9200509	秦国主力	junzhu5	1	33	9210509	9220509	9230509	9240509	9250509		9000104	40																				
9200601	蛮横贵族	junzhu4	1	33	9210601	9220601	9230601	9240601	9250601																							
9200602	抢亲贵族	junzhu5	1	34	9210602	9220602	9230602	9240602	9250602																							
9200603	陈国将军	junzhu7	1	34	9210603	9220603	9230603	9240603	9250603																							
9200604	陈国贵族	junzhu8	1	35	9210604	9220604	9230604	9240604	9250604																							
9200605	国王卫队	junzhu3	1	35	9210605	9220605	9230605	9240605	9250605																							
9200606	陈国军队	junzhu10	1	36	9210606	9220606	9230606	9240606	9250606																							
9200607	陈国贵族	junzhu3	1	36	9210607	9220607	9230607	9240607	9250607																							
9200608	陈国将军	junzhu5	1	37	9210608	9220608	9230608	9240608	9250608																							
9200609	晋国军队	庞涓	1	37	9210609	9220609	9230609	9240609	9250609		9000104	50																				
9200701	秦国军队	junzhu7	1	38	9210701	9220701	9230701	9240701	9250701																							
9200702	匈奴士兵	junzhu1	1	38	9210702	9220702	9230702	9240702	9250702																							
9200703	秦营守军	junzhu3	1	39	9210703	9220703	9230703	9240703	9250703																							
9200704	秦军主力	junzhu1	1	39	9210704	9220704	9230704	9240704	9250704																							
9200705	秦国边军	junzhu5	1	40	9210705	9220705	9230705	9240705	9250705																							
9200706	秦国守军	junzhu7	1	40	9210706	9220706	9230706	9240706	9250706																							
9200707	王翦先锋	王翦	1	41	9210707	9220707	9230707	9240707	9250707																							
9200708	王翦主力	王翦	1	41	9210708	9220708	9230708	9240708	9250708																							
9200709	赵国伏兵	junzhu10	1	42	9210709	9220709	9230709	9240709	9250709		9000104	60																				
9200801	中山国先锋	junzhu4	1	42	9210801	9220801	9230801	9240801	9250801																							
9200802	中山国大将	junzhu1	1	43	9210802	9220802	9230802	9240802	9250802																							
9200803	中山国追兵	junzhu3	1	43	9210803	9220803	9230803	9240803	9250803																							
9200804	守城将领	junzhu2	1	44	9210804	9220804	9230804	9240804	9250804																							
9200805	流寇	junzhu6	1	44	9210805	9220805	9230805	9240805	9250805																							
9200806	流寇	junzhu6	1	45	9210806	9220806	9230806	9240806	9250806																							
9200807	流寇	junzhu3	1	45	9210807	9220807	9230807	9240807	9250807																							
9200808	邺城乡官	junzhu2	1	46	9210808	9220808	9230808	9240808	9250808																							
9200809	邺城乡官	junzhu2	1	46	9210809	9220809	9230809	9240809	9250809		9000104	70																				
9200901	乡间流氓	junzhu8	1	47	9210901	9220901	9230901	9240901	9250901																							
9200902	齐国先锋	junzhu5	1	47	9210902	9220902	9230902	9240902	9250902																							
9200903	鲁国追兵	junzhu6	1	48	9210903	9220903	9230903	9240903	9250903																							
9200904	魏国精锐	junzhu4	1	48	9210904	9220904	9230904	9240904	9250904																							
9200905	精锐队长	junzhu8	1	49	9210905	9220905	9230905	9240905	9250905																							
9200906	秦国将领	junzhu2	1	49	9210906	9220906	9230906	9240906	9250906																							
9200907	秦国将领	junzhu6	1	50	9210907	9220907	9230907	9240907	9250907																							
9200908	秦国将领	junzhu5	1	50	9210908	9220908	9230908	9240908	9250908																							
